battery_id,start_time,filename,discharge_cycle_raw,SOH_nominal,RUL,Rct_last,impedance_available,discharge_duration_sec
B0005,2008-04-29 22:00:04,05278.csv,50,88.37,75.0,0.0711299384497784,1,3301.579
B0005,2008-04-30 02:43:55,05282.csv,51,87.85,74.0,0.0719830276512561,1,3283.563
B0005,2008-04-30 07:41:42,05286.csv,52,87.34,73.0,0.0714637439793728,1,3275.125
B0005,2008-04-30 12:28:49,05290.csv,53,87.09,72.0,0.0708870426164587,1,3265.656
B0005,2008-04-30 17:20:16,05294.csv,54,86.82,71.0,0.0717816850521735,1,3266.093
B0005,2008-04-30 22:14:54,05298.csv,55,86.32,70.0,0.0718319241428618,1,3257.594
B0005,2008-05-01 03:15:33,05302.csv,56,85.79,69.0,0.0713902715439566,1,3248.593
B0005,2008-05-01 08:16:03,05306.csv,57,85.53,68.0,0.0724518691988788,1,3238.766
B0005,2008-05-01 13:14:24,05310.csv,58,85.3,67.0,0.073040250995097,1,3240.14
B0005,2008-05-01 18:11:10,05314.csv,59,85.02,66.0,0.07251082944035,1,3230.109
B0005,2008-05-01 23:10:15,05318.csv,60,84.73,65.0,0.0720176209117095,1,3229.7810000000027
B0005,2008-05-02 03:53:34,05322.csv,61,84.25,64.0,0.0731699361800272,1,3212.469
B0005,2008-05-02 08:44:40,05326.csv,62,83.72,63.0,0.0727712073374357,1,3213.219
B0005,2008-05-02 13:43:05,05330.csv,63,83.73,62.0,0.0727086679457494,1,3203.578
B0005,2008-05-02 19:07:48,05334.csv,64,83.19,61.0,0.0730104108966134,1,3195.125
B0005,2008-05-02 23:24:17,05336.csv,65,82.95,60.0,0.0730104108966134,1,3195.312999999994
B0005,2008-05-03 04:13:08,05340.csv,66,82.69,59.0,0.073436503616202,1,3186.297
B0005,2008-05-03 09:10:19,05344.csv,67,82.13,58.0,0.0732133898164959,1,3176.438
B0005,2008-05-03 14:04:34,05348.csv,68,81.89,57.0,0.074596186052064,1,3167.593
B0005,2008-05-03 18:58:13,05352.csv,69,81.64,56.0,0.0745830977634214,1,3167.719
B0005,2008-05-03 23:42:30,05356.csv,70,81.39,55.0,0.0736638387977965,1,3159.077999999994
B0005,2008-05-04 04:41:40,05360.csv,71,81.11,54.0,0.0737188582159762,1,3148.829
B0005,2008-05-04 09:40:11,05364.csv,72,80.57,53.0,0.0746561776087558,1,3149.094
B0005,2008-05-04 14:38:13,05368.csv,73,80.33,52.0,0.0735542582193973,1,3140.547
B0005,2008-05-04 19:37:07,05372.csv,74,80.08,51.0,0.0746229428074614,1,3131.625
B0005,2008-05-05 00:35:53,05376.csv,75,79.52,50.0,0.0736039114233682,1,3121.907
B0005,2008-05-05 05:28:13,05380.csv,76,79.29,49.0,0.074642062777058,1,3122.125
B0005,2008-05-05 11:41:31,05384.csv,77,79.25,48.0,0.0754771092928152,1,3121.672
B0005,2008-05-05 20:40:08,05386.csv,78,79.78,47.0,0.0754771092928152,1,3120.86
B0005,2008-05-06 01:38:46,05390.csv,79,78.74,46.0,0.0793440364411719,1,3103.828
B0005,2008-05-06 06:37:06,05394.csv,80,78.25,45.0,0.0800235935822896,1,3095.094
B0005,2008-05-06 11:25:21,05398.csv,81,77.99,44.0,0.0804500816192199,1,3095.781
B0005,2008-05-06 16:23:36,05402.csv,82,77.97,43.0,0.0809952791439065,1,3094.328
B0005,2008-05-06 21:21:49,05406.csv,83,77.73,42.0,0.0790061137619081,1,3086.531
B0005,2008-05-07 02:17:25,05410.csv,84,77.44,41.0,0.0818149196701257,1,3085.625
B0005,2008-05-07 07:04:02,05414.csv,85,76.91,40.0,0.0808669662369406,1,3067.203
B0005,2008-05-07 12:01:49,05418.csv,86,76.4,39.0,0.0825010076441602,1,3058.157
B0005,2008-05-07 16:59:29,05422.csv,87,76.43,38.0,0.0817505708315127,1,3058.812
B0005,2008-05-07 21:56:09,05426.csv,88,76.13,37.0,0.0826941645735358,1,3058.578
B0005,2008-05-08 02:53:49,05430.csv,89,75.87,36.0,0.082272625759776,1,3049.328
B0005,2008-05-09 12:25:07,05433.csv,90,80.29,35.0,0.0829157329641766,1,3177.219
B0005,2008-05-09 20:28:09,05436.csv,91,78.19,34.0,0.0761509211548619,1,3082.937
B0005,2008-05-10 01:21:56,05440.csv,92,77.4,33.0,0.0809967398338894,1,3074.266
B0005,2008-05-10 06:18:12,05444.csv,93,76.62,32.0,0.080792347724638,1,3066.0
B0005,2008-05-10 11:16:04,05448.csv,94,76.35,31.0,0.0816166339541188,1,3056.437
B0005,2008-05-10 16:11:56,05452.csv,95,75.85,30.0,0.0820304274361046,1,3048.219
B0005,2008-05-10 21:07:54,05456.csv,96,75.59,29.0,0.0843093490529676,1,3039.218
B0005,2008-05-11 02:05:21,05460.csv,97,75.33,28.0,0.081280778737871,1,3039.047
B0005,2008-05-11 06:55:27,05464.csv,98,75.08,27.0,0.0827621596207595,1,3030.375
B0005,2008-05-11 11:52:47,05468.csv,99,74.54,26.0,0.0838933915955351,1,3021.0
B0005,2008-05-11 16:49:58,05472.csv,100,74.29,25.0,0.0823356083860003,1,3021.75
B0005,2008-05-11 21:47:12,05476.csv,101,74.02,24.0,0.0825995740858869,1,3012.265
B0005,2008-05-12 02:36:58,05480.csv,102,73.76,23.0,0.0836176940705274,1,3002.641
B0005,2008-05-12 12:56:34,05484.csv,103,74.3,22.0,0.0845362995717969,1,3012.0
B0005,2008-05-12 18:59:59,05487.csv,104,74.8,21.0,0.0781662290360033,1,3020.11
B0005,2008-05-12 23:53:17,05491.csv,105,74.04,20.0,0.0837734664524804,1,3002.172000000006
B0005,2008-05-13 04:35:25,05495.csv,106,73.49,19.0,0.0836115676360818,1,2992.703
B0005,2008-05-13 09:24:04,05499.csv,107,72.7,18.0,0.0837056242203838,1,2964.468
B0005,2008-05-13 14:20:24,05503.csv,108,72.71,17.0,0.0843513765148262,1,2983.375
B0005,2008-05-13 19:04:20,05507.csv,109,72.75,16.0,0.0832805147674182,1,2975.297
B0005,2008-05-13 23:59:26,05511.csv,110,72.45,15.0,0.0831904359131708,1,2974.9850000000006
B0005,2008-05-14 04:55:57,05515.csv,111,71.93,14.0,0.0848701138092932,1,2966.25
B0005,2008-05-14 09:52:22,05519.csv,112,71.67,13.0,0.0847391766373357,1,2956.359
B0005,2008-05-14 14:35:22,05523.csv,113,71.67,12.0,0.0871172135034907,1,2956.344
B0005,2008-05-14 19:31:39,05527.csv,114,71.4,11.0,0.0849090277748801,1,2956.406
B0005,2008-05-15 00:27:55,05531.csv,115,71.15,10.0,0.0847995018360561,1,2947.266
B0005,2008-05-15 05:24:04,05535.csv,116,70.87,9.0,0.0851877517168028,1,2937.984
B0005,2008-05-15 10:20:03,05539.csv,117,70.62,8.0,0.086329382369691,1,2929.125
B0005,2008-05-15 15:10:59,05543.csv,118,70.63,7.0,0.0850211189952597,1,2928.454
B0005,2008-05-15 19:56:47,05547.csv,119,70.38,6.0,0.0848557762027261,1,2929.375
B0005,2008-05-16 16:54:59,05551.csv,120,71.67,5.0,0.0850345675980089,1,2946.031
B0005,2008-05-16 21:37:39,05553.csv,121,71.91,4.0,0.0850345675980089,1,2955.438
B0005,2008-05-17 02:32:13,05557.csv,122,70.87,3.0,0.0858397688242258,1,2937.625
B0005,2008-05-17 07:25:19,05561.csv,123,70.35,2.0,0.0858843611487287,1,2929.078
B0005,2008-05-17 12:21:15,05565.csv,124,70.06,1.0,0.0882216113892046,1,2918.375
B0005,2008-05-17 17:15:37,05569.csv,125,69.84,0.0,0.0872699062901812,1,2919.812
B0005,2008-05-17 22:10:51,05573.csv,126,69.56,0.0,0.0872037829252581,1,2900.422
B0005,2008-05-18 03:05:19,05577.csv,127,69.31,0.0,0.0872819262712242,1,2901.375
B0005,2008-05-18 08:00:50,05581.csv,128,69.02,0.0,0.0867911180985442,1,2901.187
B0005,2008-05-18 12:44:48,05585.csv,129,68.76,0.0,0.0883779260119075,1,2891.64
B0005,2008-05-18 17:36:29,05589.csv,130,68.53,0.0,0.0869792218467831,1,2882.906
B0005,2008-05-18 22:31:45,05593.csv,131,68.53,0.0,0.088522345692425,1,2883.265
B0005,2008-05-19 03:27:07,05597.csv,132,68.24,0.0,0.0892308757094791,1,2882.969
B0005,2008-05-19 15:34:33,05601.csv,133,68.77,0.0,0.0883872445764871,1,2891.656
B0005,2008-05-19 20:59:48,05603.csv,134,69.31,0.0,0.0883872445764871,1,2901.25
B0005,2008-05-20 01:16:42,05605.csv,135,68.49,0.0,0.0883872445764871,1,2891.703
B0005,2008-05-20 06:12:06,05609.csv,136,68.24,0.0,0.0815685656842147,1,2883.016
B0005,2008-05-20 11:07:23,05613.csv,137,67.72,0.0,0.0827569341149588,1,2873.453
B0005,2008-05-20 15:57:27,05617.csv,138,67.73,0.0,0.0822632105400608,1,2874.031
B0005,2008-05-20 20:50:39,05621.csv,139,67.74,0.0,0.0802980949053397,1,2874.234
B0005,2008-05-21 01:39:38,05625.csv,140,67.47,0.0,0.0819223123309917,1,2864.984
B0005,2008-05-21 06:24:27,05629.csv,141,67.21,0.0,0.0817739908657299,1,2855.093
B0005,2008-05-21 11:18:06,05633.csv,142,66.95,0.0,0.0832806716843878,1,2855.625
B0005,2008-05-21 16:10:21,05637.csv,143,66.95,0.0,0.0829501208969064,1,2855.594
B0005,2008-05-21 21:02:09,05641.csv,144,66.7,0.0,0.0819030322921605,1,2847.437
B0005,2008-05-22 01:42:59,05645.csv,145,66.43,0.0,0.0829467411842261,1,2847.36
B0005,2008-05-22 06:32:40,05649.csv,146,66.16,0.0,0.0823749011789342,1,2837.328
B0005,2008-05-22 11:23:22,05653.csv,147,65.91,0.0,0.0844856223082752,1,2837.281
B0005,2008-05-22 16:17:58,05657.csv,148,65.92,0.0,0.0830662312193171,1,2838.515
B0005,2008-05-22 20:59:50,05661.csv,149,65.91,0.0,0.0833563552790388,1,2828.328
B0005,2008-05-23 12:13:16,05665.csv,150,66.19,0.0,0.0883688518598075,1,2838.265
B0005,2008-05-23 20:14:29,05668.csv,151,68.01,0.0,0.0807877386784969,1,2864.547
B0005,2008-05-24 01:09:21,05672.csv,152,66.98,0.0,0.0849639039583958,1,2846.39
B0005,2008-05-24 06:00:20,05676.csv,153,66.45,0.0,0.0872083312129923,1,2837.969
B0005,2008-05-24 10:42:50,05680.csv,154,66.18,0.0,0.0877786866945486,1,2838.156
B0005,2008-05-24 15:31:10,05684.csv,155,65.93,0.0,0.0884300775522404,1,2829.843
B0005,2008-05-24 20:21:13,05688.csv,156,65.67,0.0,0.0858437497371109,1,2829.625
B0005,2008-05-25 01:06:49,05692.csv,157,65.66,0.0,0.0866248363959436,1,2819.437
B0005,2008-05-25 05:57:17,05696.csv,158,65.39,0.0,0.0863688291866818,1,2819.579
B0005,2008-05-25 10:51:37,05700.csv,159,65.15,0.0,0.0882183154162739,1,2810.672
B0005,2008-05-25 15:37:08,05704.csv,160,65.17,0.0,0.0887302979407742,1,2811.485
B0005,2008-05-25 20:23:04,05708.csv,161,65.17,0.0,0.0875362397797066,1,2802.422
B0005,2008-05-26 01:13:02,05712.csv,162,64.89,0.0,0.0885380186023552,1,2801.625
B0005,2008-05-26 06:01:08,05716.csv,163,64.9,0.0,0.0889051987685422,1,2802.031
B0005,2008-05-26 10:44:38,05720.csv,164,64.67,0.0,0.0847212726764891,1,2793.39
B0005,2008-05-26 15:30:43,05724.csv,165,64.4,0.0,0.0857362189277121,1,2793.39
B0005,2008-05-26 20:21:04,05728.csv,166,64.37,0.0,0.0874238934793032,1,2792.485
B0005,2008-05-27 15:52:41,05732.csv,167,65.45,0.0,0.0897568704647984,1,2802.016
B0005,2008-05-27 20:45:42,05734.csv,168,66.25,0.0,0.0897568704647984,1,2820.39
B0006,2008-04-02 15:25:41,04506.csv,1,101.77,108.0,,0,3690.234
B0006,2008-04-02 19:43:48,04508.csv,2,101.26,107.0,,0,3672.344
B0006,2008-04-03 00:01:06,04510.csv,3,100.67,106.0,,0,3651.641
B0006,2008-04-03 04:16:37,04512.csv,4,100.66,105.0,,0,3631.563
B0006,2008-04-03 08:33:25,04514.csv,5,100.03,104.0,,0,3629.172
B0006,2008-04-03 12:55:10,04516.csv,6,100.69,103.0,,0,3652.281
B0006,2008-04-03 17:17:16,04518.csv,7,100.66,102.0,,0,3650.828
B0006,2008-04-03 21:28:14,04520.csv,8,98.44,101.0,,0,3572.453
B0006,2008-04-04 01:38:15,04522.csv,9,98.41,100.0,,0,3550.594
B0006,2008-04-04 05:48:08,04524.csv,10,97.86,99.0,,0,3551.25
B0006,2008-04-04 09:57:19,04526.csv,11,97.28,98.0,,0,3530.25
B0006,2008-04-04 17:56:27,04529.csv,12,96.74,97.0,,0,3491.016
B0006,2008-04-04 22:01:54,04531.csv,13,96.16,96.0,,0,3470.281
B0006,2008-04-05 02:20:26,04533.csv,14,95.59,95.0,,0,3470.0
B0006,2008-04-05 06:25:01,04535.csv,15,95.05,94.0,,0,3450.297
B0006,2008-04-05 10:30:32,04537.csv,16,94.46,93.0,,0,3429.407
B0006,2008-04-05 14:34:41,04539.csv,17,93.91,92.0,,0,3409.484
B0006,2008-04-05 18:39:25,04541.csv,18,93.38,91.0,,0,3390.422
B0006,2008-04-05 22:46:35,04543.csv,19,93.38,90.0,,0,3390.281
B0006,2008-04-18 21:10:19,04546.csv,20,98.98,89.0,0.0785415394665875,1,3591.734
B0006,2008-04-19 02:29:09,04550.csv,21,97.88,88.0,0.0780240937829042,1,3552.297
B0006,2008-04-19 07:47:15,04554.csv,22,97.29,87.0,0.078402402030253,1,3531.578
B0006,2008-04-19 13:01:42,04558.csv,23,96.21,86.0,0.0780709338220486,1,3492.907
B0006,2008-04-19 18:27:29,04562.csv,24,97.3,85.0,0.0779557075787303,1,3511.594
B0006,2008-04-19 23:41:55,04566.csv,25,95.07,84.0,0.0793818256613338,1,3431.9370000000054
B0006,2008-04-20 04:54:41,04570.csv,26,93.93,83.0,0.0794940929426612,1,3431.125
B0006,2008-04-20 10:16:28,04574.csv,27,93.42,82.0,0.0787121835729847,1,3412.406
B0006,2008-04-20 15:37:05,04578.csv,28,92.8,81.0,0.0798953392291199,1,3410.688
B0006,2008-04-20 20:50:38,04582.csv,29,92.26,80.0,0.0797490751361702,1,3410.718
B0006,2008-04-21 02:15:02,04586.csv,30,92.86,79.0,0.0801450681587133,1,3392.719
B0006,2008-04-22 15:33:49,04590.csv,31,96.24,78.0,0.0816430296477719,1,3470.672
B0006,2008-04-22 20:26:18,04594.csv,32,94.11,77.0,0.0802116916237253,1,3414.109
B0006,2008-04-23 01:18:11,04598.csv,33,92.76,76.0,0.0812080578761546,1,3395.219
B0006,2008-04-23 06:18:19,04602.csv,34,91.96,75.0,0.0815016521658017,1,3386.0
B0006,2008-04-23 11:08:00,04606.csv,35,90.93,74.0,0.0813876104403678,1,3368.187
B0006,2008-04-23 16:06:25,04610.csv,36,90.67,73.0,0.0816912469233858,1,3368.266
B0006,2008-04-23 21:02:58,04614.csv,37,89.86,72.0,0.0813161008134317,1,3358.719
B0006,2008-04-24 01:51:33,04618.csv,38,89.05,71.0,0.0812043516055386,1,3339.5
B0006,2008-04-24 06:50:00,04622.csv,39,88.55,70.0,0.0834715784465107,1,3331.265
B0006,2008-04-24 11:49:24,04626.csv,40,88.02,69.0,0.0838548867166324,1,3321.188
B0006,2008-04-24 16:45:56,04630.csv,41,87.51,68.0,0.082015904986437,1,3321.844
B0006,2008-04-24 21:38:11,04634.csv,42,86.97,67.0,0.0821657170874893,1,3311.828
B0006,2008-04-25 12:03:44,04638.csv,43,87.73,66.0,0.0822751953989806,1,3327.391
B0006,2008-04-25 20:03:55,04640.csv,44,88.3,65.0,0.0822751953989806,1,3312.078
B0006,2008-04-26 01:04:35,04644.csv,45,86.69,64.0,0.0831917770388853,1,3293.172
B0006,2008-04-26 05:57:35,04648.csv,46,85.67,63.0,0.0842684807349334,1,3275.328
B0006,2008-04-26 10:58:25,04652.csv,47,85.12,62.0,0.0839721783477321,1,3265.016
B0006,2008-04-29 12:15:56,04654.csv,48,91.19,61.0,0.0839721783477321,1,3328.937
B0006,2008-04-29 17:05:27,04658.csv,49,90.41,60.0,0.0803422930093306,1,3329.266
B0006,2008-04-29 22:00:04,04662.csv,50,88.79,59.0,0.0823636397717541,1,3301.579
B0006,2008-04-30 02:43:55,04666.csv,51,87.24,58.0,0.0821410228199839,1,3283.563
B0006,2008-04-30 07:41:42,04670.csv,52,86.46,57.0,0.0829695672555505,1,3275.125
B0006,2008-04-30 12:28:49,04674.csv,53,85.41,56.0,0.083905581872106,1,3265.656
B0006,2008-04-30 17:20:16,04678.csv,54,84.88,55.0,0.0833208029616876,1,3266.093
B0006,2008-04-30 22:14:54,04682.csv,55,84.1,54.0,0.0847815533935232,1,3257.594
B0006,2008-05-01 03:15:33,04686.csv,56,83.57,53.0,0.0841849219613237,1,3248.593
B0006,2008-05-01 08:16:03,04690.csv,57,83.04,52.0,0.0860504140343909,1,3238.766
B0006,2008-05-01 13:14:24,04694.csv,58,82.56,51.0,0.0867482199337119,1,3240.14
B0006,2008-05-01 18:11:10,04698.csv,59,82.01,50.0,0.087205582998911,1,3230.109
B0006,2008-05-01 23:10:15,04702.csv,60,81.46,49.0,0.0871283409737494,1,3229.7810000000027
B0006,2008-05-02 03:53:34,04706.csv,61,80.44,48.0,0.0875628563316522,1,3212.469
B0006,2008-05-02 08:44:40,04710.csv,62,80.18,47.0,0.0882085911331916,1,3213.219
B0006,2008-05-02 13:43:05,04714.csv,63,79.95,46.0,0.0883150961530336,1,3203.578
B0006,2008-05-02 19:07:48,04718.csv,64,79.38,45.0,0.0885796818139071,1,3195.125
B0006,2008-05-02 23:24:17,04720.csv,65,79.15,44.0,0.0885796818139071,1,3195.312999999994
B0006,2008-05-03 04:13:08,04724.csv,66,78.36,43.0,0.0895032370200492,1,3186.297
B0006,2008-05-03 09:10:19,04728.csv,67,78.07,42.0,0.089810213906633,1,3176.438
B0006,2008-05-03 14:04:34,04732.csv,68,77.56,41.0,0.0909328266072082,1,3167.593
B0006,2008-05-03 18:58:13,04736.csv,69,77.03,40.0,0.0909751873219429,1,3167.719
B0006,2008-05-03 23:42:30,04740.csv,70,76.27,39.0,0.0923241095524087,1,3159.077999999994
B0006,2008-05-04 04:41:40,04744.csv,71,76.51,38.0,0.092016689540834,1,3148.829
B0006,2008-05-04 09:40:11,04748.csv,72,76.23,37.0,0.0925822548520223,1,3149.094
B0006,2008-05-04 14:38:13,04752.csv,73,75.73,36.0,0.0934909607320899,1,3140.547
B0006,2008-05-04 19:37:07,04756.csv,74,75.47,35.0,0.0938773051851886,1,3131.625
B0006,2008-05-05 00:35:53,04760.csv,75,75.2,34.0,0.0941862300129836,1,3121.907
B0006,2008-05-05 05:28:13,04764.csv,76,74.68,33.0,0.093439801192804,1,3122.125
B0006,2008-05-05 11:41:31,04768.csv,77,74.38,32.0,0.0956134300233157,1,3121.672
B0006,2008-05-05 20:40:08,04770.csv,78,76.51,31.0,0.0956134300233157,1,3120.86
B0006,2008-05-06 01:38:46,04774.csv,79,75.2,30.0,0.0950867440401892,1,3103.828
B0006,2008-05-06 06:37:06,04778.csv,80,74.44,29.0,0.0954114747516299,1,3095.094
B0006,2008-05-06 11:25:21,04782.csv,81,73.91,28.0,0.0958005363424977,1,3095.781
B0006,2008-05-06 16:23:36,04786.csv,82,73.92,27.0,0.0953017663720588,1,3094.328
B0006,2008-05-06 21:21:49,04790.csv,83,73.66,26.0,0.0945481312063891,1,3086.531
B0006,2008-05-07 02:17:25,04794.csv,84,73.38,25.0,0.0955803390819771,1,3085.625
B0006,2008-05-07 07:04:02,04798.csv,85,72.58,24.0,0.0963748469082876,1,3067.203
B0006,2008-05-07 12:01:49,04802.csv,86,72.6,23.0,0.0969330859249994,1,3058.157
B0006,2008-05-07 16:59:29,04806.csv,87,72.36,22.0,0.0968587759009549,1,3058.812
B0006,2008-05-07 21:56:09,04810.csv,88,72.34,21.0,0.0966015913982298,1,3058.578
B0006,2008-05-08 02:53:49,04814.csv,89,72.08,20.0,0.0974074142043939,1,3049.328
B0006,2008-05-09 12:25:07,04817.csv,90,79.68,19.0,0.0961492059978541,1,3177.219
B0006,2008-05-09 20:28:09,04820.csv,91,77.32,18.0,0.0904819625026011,1,3082.937
B0006,2008-05-10 01:21:56,04824.csv,92,75.74,17.0,0.0930529362512398,1,3074.266
B0006,2008-05-10 06:18:12,04828.csv,93,74.95,16.0,0.0936702392745788,1,3066.0
B0006,2008-05-10 11:16:04,04832.csv,94,74.16,15.0,0.0944034597636557,1,3056.437
B0006,2008-05-10 16:11:56,04836.csv,95,73.65,14.0,0.0950709227361693,1,3048.219
B0006,2008-05-10 21:07:54,04840.csv,96,73.14,13.0,0.0954683161052524,1,3039.218
B0006,2008-05-11 02:05:21,04844.csv,97,72.59,12.0,0.0967891593710254,1,3039.047
B0006,2008-05-11 06:55:27,04848.csv,98,72.34,11.0,0.0973154810605629,1,3030.375
B0006,2008-05-11 11:52:47,04852.csv,99,72.07,10.0,0.097423700411414,1,3021.0
B0006,2008-05-11 16:49:58,04856.csv,100,71.56,9.0,0.0961826751217128,1,3021.75
B0006,2008-05-11 21:47:12,04860.csv,101,71.3,8.0,0.0980060822404009,1,3012.265
B0006,2008-05-12 02:36:58,04864.csv,102,71.02,7.0,0.0975442065322093,1,3002.641
B0006,2008-05-12 12:56:34,04868.csv,103,71.04,6.0,0.098167563773746,1,3012.0
B0006,2008-05-12 18:59:59,04871.csv,104,72.61,5.0,0.0940003961459088,1,3020.11
B0006,2008-05-12 23:53:17,04875.csv,105,71.58,4.0,0.0968201170137169,1,3002.172000000006
B0006,2008-05-13 04:35:25,04879.csv,106,70.75,3.0,0.0978484060677772,1,2992.703
B0006,2008-05-13 09:24:04,04883.csv,107,70.49,2.0,0.0987207477814379,1,2964.468
B0006,2008-05-13 14:20:24,04887.csv,108,70.25,1.0,0.098555954977838,1,2983.375
B0006,2008-05-13 19:04:20,04891.csv,109,69.76,0.0,0.0979458341330775,1,2975.297
B0006,2008-05-13 23:59:26,04895.csv,110,69.73,0.0,0.0979426342024937,1,2974.9850000000006
B0006,2008-05-14 04:55:57,04899.csv,111,69.47,0.0,0.0978280397199374,1,2966.25
B0006,2008-05-14 09:52:22,04903.csv,112,69.19,0.0,0.100297485432866,1,2956.359
B0006,2008-05-14 14:35:22,04907.csv,113,68.68,0.0,0.1002855268895236,1,2956.344
B0006,2008-05-14 19:31:39,04911.csv,114,68.93,0.0,0.1003482635430065,1,2956.406
B0006,2008-05-15 00:27:55,04915.csv,115,68.69,0.0,0.0990365839748105,1,2947.266
B0006,2008-05-15 05:24:04,04919.csv,116,68.41,0.0,0.1006790823074739,1,2937.984
B0006,2008-05-15 10:20:03,04923.csv,117,68.17,0.0,0.1003809603504959,1,2929.125
B0006,2008-05-15 15:10:59,04927.csv,118,67.9,0.0,0.1003434135011964,1,2928.454
B0006,2008-05-15 19:56:47,04931.csv,119,67.66,0.0,0.0986748779007716,1,2929.375
B0006,2008-05-16 16:54:59,04935.csv,120,69.21,0.0,0.0998851845039756,1,2946.031
B0006,2008-05-16 21:37:39,04937.csv,121,70.26,0.0,0.0998851845039756,1,2955.438
