type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct,group,end_reason,analysis_role,cap_flag,discharge_cycle_no,init_cap,SOH,eol_cycle,RUL
discharge,2009-06-22 07:34:06,24,B0033,36,2449,02449.csv,1.5897706153457416,,,D,QA_issue,excluded,valid,16,1.2529393053824995,126.88,2.0,0.0
discharge,2009-06-22 12:41:48,24,B0033,40,2453,02453.csv,1.6257378771074,,,D,QA_issue,excluded,valid,17,1.2529393053824995,129.75,2.0,0.0
discharge,2009-06-22 16:38:13,24,B0033,42,2455,02455.csv,1.6523506333962537,,,D,QA_issue,excluded,valid,18,1.2529393053824995,131.88,2.0,0.0
discharge,2009-06-22 20:34:46,24,B0033,44,2457,02457.csv,1.6143816761595386,,,D,QA_issue,excluded,valid,19,1.2529393053824995,128.85,2.0,0.0
discharge,2009-06-23 00:31:03,24,B0033,46,2459,02459.csv,1.58697453394504,,,D,QA_issue,excluded,valid,20,1.2529393053824995,126.66,2.0,0.0
discharge,2009-06-23 04:27:04,24,B0033,48,2461,02461.csv,1.5818355572787333,,,D,QA_issue,excluded,valid,21,1.2529393053824995,126.25,2.0,0.0
discharge,2009-06-26 15:29:34,24,B0033,52,2465,02465.csv,1.6919769406371152,,,D,QA_issue,excluded,valid,22,1.2529393053824995,135.04,2.0,0.0
discharge,2009-06-26 20:32:24,24,B0033,56,2469,02469.csv,1.6879483800354476,,,D,QA_issue,excluded,valid,23,1.2529393053824995,134.72,2.0,0.0
discharge,2009-06-27 00:28:29,24,B0033,58,2471,02471.csv,1.6586223007531458,,,D,QA_issue,excluded,valid,24,1.2529393053824995,132.38,2.0,0.0
discharge,2009-06-27 04:25:16,24,B0033,60,2473,02473.csv,1.6420179032789863,,,D,QA_issue,excluded,valid,25,1.2529393053824995,131.05,2.0,0.0
discharge,2009-06-27 08:21:51,24,B0033,62,2475,02475.csv,1.6381810791118745,,,D,QA_issue,excluded,valid,26,1.2529393053824995,130.75,2.0,0.0
discharge,2009-06-27 12:18:20,24,B0033,64,2477,02477.csv,1.6422892507912386,,,D,QA_issue,excluded,valid,27,1.2529393053824995,131.07,2.0,0.0
discharge,2009-06-27 17:26:12,24,B0033,68,2481,02481.csv,1.651270876264092,,,D,QA_issue,excluded,valid,28,1.2529393053824995,131.79,2.0,0.0
discharge,2009-06-27 21:22:21,24,B0033,70,2483,02483.csv,1.6326559297917211,,,D,QA_issue,excluded,valid,29,1.2529393053824995,130.31,2.0,0.0
discharge,2009-06-28 01:18:34,24,B0033,72,2485,02485.csv,1.6260888111680731,,,D,QA_issue,excluded,valid,30,1.2529393053824995,129.78,2.0,0.0
discharge,2009-06-28 05:14:48,24,B0033,74,2487,02487.csv,1.6079292963823688,,,D,QA_issue,excluded,valid,31,1.2529393053824995,128.33,2.0,0.0
discharge,2009-06-28 09:10:46,24,B0033,76,2489,02489.csv,1.6125361114907395,,,D,QA_issue,excluded,valid,32,1.2529393053824995,128.7,2.0,0.0
discharge,2009-06-28 14:18:12,24,B0033,80,2493,02493.csv,1.6218384168987892,,,D,QA_issue,excluded,valid,33,1.2529393053824995,129.44,2.0,0.0
discharge,2009-06-28 18:13:23,24,B0033,82,2495,02495.csv,1.6145443029101134,,,D,QA_issue,excluded,valid,34,1.2529393053824995,128.86,2.0,0.0
discharge,2009-06-28 22:07:58,24,B0033,84,2497,02497.csv,1.5953958917107596,,,D,QA_issue,excluded,valid,35,1.2529393053824995,127.33,2.0,0.0
discharge,2009-06-29 02:03:46,24,B0033,86,2499,02499.csv,1.5877243027113055,,,D,QA_issue,excluded,valid,36,1.2529393053824995,126.72,2.0,0.0
discharge,2009-06-29 05:59:12,24,B0033,88,2501,02501.csv,1.5811840578305605,,,D,QA_issue,excluded,valid,37,1.2529393053824995,126.2,2.0,0.0
discharge,2009-06-29 11:06:27,24,B0033,92,2505,02505.csv,1.6128422608267754,,,D,QA_issue,excluded,valid,38,1.2529393053824995,128.72,2.0,0.0
discharge,2009-06-29 14:59:50,24,B0033,94,2507,02507.csv,1.61998606328022,,,D,QA_issue,excluded,valid,39,1.2529393053824995,129.29,2.0,0.0
discharge,2009-06-29 18:50:48,24,B0033,96,2509,02509.csv,1.6099381853611876,,,D,QA_issue,excluded,valid,40,1.2529393053824995,128.49,2.0,0.0
discharge,2009-06-29 22:44:42,24,B0033,98,2511,02511.csv,1.577097753956516,,,D,QA_issue,excluded,valid,41,1.2529393053824995,125.87,2.0,0.0
discharge,2009-06-30 02:36:39,24,B0033,100,2513,02513.csv,1.5708599066554392,,,D,QA_issue,excluded,valid,42,1.2529393053824995,125.37,2.0,0.0
discharge,2009-07-01 11:15:23,24,B0033,104,2517,02517.csv,1.6261581345348248,,,D,QA_issue,excluded,valid,43,1.2529393053824995,129.79,2.0,0.0
discharge,2009-07-01 16:18:18,24,B0033,108,2521,02521.csv,1.6348129972245726,,,D,QA_issue,excluded,valid,44,1.2529393053824995,130.48,2.0,0.0
discharge,2009-07-01 20:10:02,24,B0033,110,2523,02523.csv,1.611705363734261,,,D,QA_issue,excluded,valid,45,1.2529393053824995,128.63,2.0,0.0
discharge,2009-07-14 16:14:47,24,B0033,112,2525,02525.csv,1.8851401699720665,,,D,QA_issue,excluded,valid,46,1.2529393053824995,150.46,2.0,0.0
discharge,2009-07-14 21:23:50,24,B0033,116,2529,02529.csv,1.6584957887780232,,,D,QA_issue,excluded,valid,47,1.2529393053824995,132.37,2.0,0.0
discharge,2009-07-15 01:16:15,24,B0033,118,2531,02531.csv,1.62418934644937,,,D,QA_issue,excluded,valid,48,1.2529393053824995,129.63,2.0,0.0
discharge,2009-07-15 05:09:04,24,B0033,120,2533,02533.csv,1.604172098856364,,,D,QA_issue,excluded,valid,49,1.2529393053824995,128.03,2.0,0.0
discharge,2009-07-15 09:04:59,24,B0033,122,2535,02535.csv,1.6080016740907346,,,D,QA_issue,excluded,valid,50,1.2529393053824995,128.34,2.0,0.0
discharge,2009-07-15 12:57:49,24,B0033,124,2537,02537.csv,1.6256752138435595,,,D,QA_issue,excluded,valid,51,1.2529393053824995,129.75,2.0,0.0
discharge,2009-07-15 18:00:54,24,B0033,128,2541,02541.csv,1.617632765910718,,,D,QA_issue,excluded,valid,52,1.2529393053824995,129.11,2.0,0.0
discharge,2009-07-15 21:52:48,24,B0033,130,2543,02543.csv,1.5973191489094265,,,D,QA_issue,excluded,valid,53,1.2529393053824995,127.49,2.0,0.0
discharge,2009-07-16 01:44:58,24,B0033,132,2545,02545.csv,1.5875852250170606,,,D,QA_issue,excluded,valid,54,1.2529393053824995,126.71,2.0,0.0
discharge,2009-07-16 05:37:32,24,B0033,134,2547,02547.csv,1.5802530015403684,,,D,QA_issue,excluded,valid,55,1.2529393053824995,126.12,2.0,0.0
discharge,2009-07-16 09:29:18,24,B0033,136,2549,02549.csv,1.583036530487776,,,D,QA_issue,excluded,valid,56,1.2529393053824995,126.35,2.0,0.0
discharge,2009-07-16 14:36:00,24,B0033,140,2553,02553.csv,1.6027138832797037,,,D,QA_issue,excluded,valid,57,1.2529393053824995,127.92,2.0,0.0
discharge,2009-07-16 18:26:09,24,B0033,142,2555,02555.csv,1.5930709154513834,,,D,QA_issue,excluded,valid,58,1.2529393053824995,127.15,2.0,0.0
discharge,2009-07-16 22:18:31,24,B0033,144,2557,02557.csv,1.5448888685020246,,,D,QA_issue,excluded,valid,59,1.2529393053824995,123.3,2.0,0.0
discharge,2009-07-17 02:10:38,24,B0033,146,2559,02559.csv,1.5352188565640517,,,D,QA_issue,excluded,valid,60,1.2529393053824995,122.53,2.0,0.0
discharge,2009-07-17 06:02:31,24,B0033,148,2561,02561.csv,1.5252677314227332,,,D,QA_issue,excluded,valid,61,1.2529393053824995,121.74,2.0,0.0
discharge,2009-07-17 11:08:50,24,B0033,152,2565,02565.csv,1.5559492005453626,,,D,QA_issue,excluded,valid,62,1.2529393053824995,124.18,2.0,0.0
discharge,2009-07-17 15:00:00,24,B0033,154,2567,02567.csv,1.564802943842715,,,D,QA_issue,excluded,valid,63,1.2529393053824995,124.89,2.0,0.0
discharge,2009-07-17 18:49:14,24,B0033,156,2569,02569.csv,1.5518620461881203,,,D,QA_issue,excluded,valid,64,1.2529393053824995,123.86,2.0,0.0
discharge,2009-07-17 22:40:36,24,B0033,158,2571,02571.csv,1.5144550545105004,,,D,QA_issue,excluded,valid,65,1.2529393053824995,120.87,2.0,0.0
discharge,2009-07-18 02:32:19,24,B0033,160,2573,02573.csv,1.5051936202146428,,,D,QA_issue,excluded,valid,66,1.2529393053824995,120.13,2.0,0.0
discharge,2009-07-23 10:25:18,24,B0033,164,2577,02577.csv,1.605823969917045,,,D,QA_issue,excluded,valid,67,1.2529393053824995,128.16,2.0,0.0
discharge,2009-07-23 15:28:51,24,B0033,168,2581,02581.csv,1.6249005195877049,,,D,QA_issue,excluded,valid,68,1.2529393053824995,129.69,2.0,0.0
discharge,2009-07-23 19:19:21,24,B0033,170,2583,02583.csv,1.589785130036615,,,D,QA_issue,excluded,valid,69,1.2529393053824995,126.88,2.0,0.0
discharge,2009-07-23 23:11:10,24,B0033,172,2585,02585.csv,1.5552386152299904,,,D,QA_issue,excluded,valid,70,1.2529393053824995,124.13,2.0,0.0
discharge,2009-07-24 03:02:51,24,B0033,174,2587,02587.csv,1.539756404636803,,,D,QA_issue,excluded,valid,71,1.2529393053824995,122.89,2.0,0.0
discharge,2009-07-24 06:55:12,24,B0033,176,2589,02589.csv,1.5293174002138357,,,D,QA_issue,excluded,valid,72,1.2529393053824995,122.06,2.0,0.0
discharge,2009-07-24 12:01:07,24,B0033,180,2593,02593.csv,1.547680553576876,,,D,QA_issue,excluded,valid,73,1.2529393053824995,123.52,2.0,0.0
discharge,2009-07-24 15:46:09,24,B0033,182,2595,02595.csv,1.5659920939439786,,,D,QA_issue,excluded,valid,74,1.2529393053824995,124.99,2.0,0.0
discharge,2009-07-24 19:35:49,24,B0033,184,2597,02597.csv,1.5416252851780503,,,D,QA_issue,excluded,valid,75,1.2529393053824995,123.04,2.0,0.0
discharge,2009-07-24 23:28:02,24,B0033,186,2599,02599.csv,1.517590655990168,,,D,QA_issue,excluded,valid,76,1.2529393053824995,121.12,2.0,0.0
discharge,2009-07-25 03:20:05,24,B0033,188,2601,02601.csv,1.5075202042593092,,,D,QA_issue,excluded,valid,77,1.2529393053824995,120.32,2.0,0.0
discharge,2009-07-25 08:26:42,24,B0033,192,2605,02605.csv,1.49549282626034,,,D,QA_issue,excluded,valid,78,1.2529393053824995,119.36,2.0,0.0
discharge,2009-07-25 12:19:43,24,B0033,194,2607,02607.csv,1.4997618811573148,,,D,QA_issue,excluded,valid,79,1.2529393053824995,119.7,2.0,0.0
discharge,2009-07-25 16:13:02,24,B0033,196,2609,02609.csv,1.4906966807803954,,,D,QA_issue,excluded,valid,80,1.2529393053824995,118.98,2.0,0.0
discharge,2009-07-25 20:06:55,24,B0033,198,2611,02611.csv,1.4800999425051866,,,D,QA_issue,excluded,valid,81,1.2529393053824995,118.13,2.0,0.0
discharge,2009-07-26 00:01:09,24,B0033,200,2613,02613.csv,1.4676091496100632,,,D,QA_issue,excluded,valid,82,1.2529393053824995,117.13,2.0,0.0
discharge,2009-07-26 05:07:11,24,B0033,204,2617,02617.csv,1.4729818491920503,,,D,QA_issue,excluded,valid,83,1.2529393053824995,117.56,2.0,0.0
discharge,2009-07-26 09:01:35,24,B0033,206,2619,02619.csv,1.4742872137206404,,,D,QA_issue,excluded,valid,84,1.2529393053824995,117.67,2.0,0.0
discharge,2009-07-26 12:55:45,24,B0033,208,2621,02621.csv,1.4635162808346138,,,D,QA_issue,excluded,valid,85,1.2529393053824995,116.81,2.0,0.0
discharge,2009-07-26 16:49:47,24,B0033,210,2623,02623.csv,1.4527095680488362,,,D,QA_issue,excluded,valid,86,1.2529393053824995,115.94,2.0,0.0
discharge,2009-07-26 20:43:48,24,B0033,212,2625,02625.csv,1.4557303847230247,,,D,QA_issue,excluded,valid,87,1.2529393053824995,116.19,2.0,0.0
discharge,2009-07-27 01:50:03,24,B0033,216,2629,02629.csv,1.459740099618568,,,D,QA_issue,excluded,valid,88,1.2529393053824995,116.51,2.0,0.0
discharge,2009-07-27 05:43:49,24,B0033,218,2631,02631.csv,1.448711504158192,,,D,QA_issue,excluded,valid,89,1.2529393053824995,115.63,2.0,0.0
discharge,2009-07-27 09:37:15,24,B0033,220,2633,02633.csv,1.4666759762884336,,,D,QA_issue,excluded,valid,90,1.2529393053824995,117.06,2.0,0.0
discharge,2009-07-27 13:29:48,24,B0033,222,2635,02635.csv,1.4689502109504418,,,D,QA_issue,excluded,valid,91,1.2529393053824995,117.24,2.0,0.0
discharge,2009-07-27 17:21:22,24,B0033,224,2637,02637.csv,1.471116588522042,,,D,QA_issue,excluded,valid,92,1.2529393053824995,117.41,2.0,0.0
discharge,2009-07-27 22:28:00,24,B0033,228,2641,02641.csv,1.4473012364654927,,,D,QA_issue,excluded,valid,93,1.2529393053824995,115.51,2.0,0.0
discharge,2009-07-28 02:21:28,24,B0033,230,2643,02643.csv,1.4205315547561643,,,D,QA_issue,excluded,valid,94,1.2529393053824995,113.38,2.0,0.0
discharge,2009-07-28 06:15:44,24,B0033,232,2645,02645.csv,1.4241466094817417,,,D,QA_issue,excluded,valid,95,1.2529393053824995,113.66,2.0,0.0
discharge,2009-07-28 10:09:52,24,B0033,234,2647,02647.csv,1.4412820083364295,,,D,QA_issue,excluded,valid,96,1.2529393053824995,115.03,2.0,0.0
discharge,2009-07-28 14:03:56,24,B0033,236,2649,02649.csv,1.4448965388921615,,,D,QA_issue,excluded,valid,97,1.2529393053824995,115.32,2.0,0.0
discharge,2009-07-28 19:09:29,24,B0033,240,2653,02653.csv,1.4540256354795746,,,D,QA_issue,excluded,valid,98,1.2529393053824995,116.05,2.0,0.0
discharge,2009-07-28 23:02:26,24,B0033,242,2655,02655.csv,1.4226030447542912,,,D,QA_issue,excluded,valid,99,1.2529393053824995,113.54,2.0,0.0
discharge,2009-07-29 02:56:24,24,B0033,244,2657,02657.csv,1.410196954589097,,,D,QA_issue,excluded,valid,100,1.2529393053824995,112.55,2.0,0.0
discharge,2009-07-29 06:50:26,24,B0033,246,2659,02659.csv,1.4144881298999457,,,D,QA_issue,excluded,valid,101,1.2529393053824995,112.89,2.0,0.0
discharge,2009-07-29 10:44:27,24,B0033,248,2661,02661.csv,1.431360032946153,,,D,QA_issue,excluded,valid,102,1.2529393053824995,114.24,2.0,0.0
discharge,2009-07-29 15:50:33,24,B0033,252,2665,02665.csv,1.4515133236517528,,,D,QA_issue,excluded,valid,103,1.2529393053824995,115.85,2.0,0.0
discharge,2009-07-29 19:41:04,24,B0033,254,2667,02667.csv,1.4230376757726733,,,D,QA_issue,excluded,valid,104,1.2529393053824995,113.58,2.0,0.0
discharge,2009-07-29 23:34:17,24,B0033,256,2669,02669.csv,1.396298696255913,,,D,QA_issue,excluded,valid,105,1.2529393053824995,111.44,2.0,0.0
discharge,2009-07-30 03:28:18,24,B0033,258,2671,02671.csv,1.3979060730399124,,,D,QA_issue,excluded,valid,106,1.2529393053824995,111.57,2.0,0.0
discharge,2009-07-30 07:22:22,24,B0033,260,2673,02673.csv,1.4011347560096767,,,D,QA_issue,excluded,valid,107,1.2529393053824995,111.83,2.0,0.0
discharge,2009-07-30 12:28:05,24,B0033,264,2677,02677.csv,1.436782528945267,,,D,QA_issue,excluded,valid,108,1.2529393053824995,114.67,2.0,0.0
discharge,2009-07-30 16:19:05,24,B0033,266,2679,02679.csv,1.4370006879546382,,,D,QA_issue,excluded,valid,109,1.2529393053824995,114.69,2.0,0.0
discharge,2009-07-30 20:09:43,24,B0033,268,2681,02681.csv,1.410355528453481,,,D,QA_issue,excluded,valid,110,1.2529393053824995,112.56,2.0,0.0
discharge,2009-07-31 00:03:07,24,B0033,270,2683,02683.csv,1.382633397996189,,,D,QA_issue,excluded,valid,111,1.2529393053824995,110.35,2.0,0.0
discharge,2009-07-31 03:56:28,24,B0033,272,2685,02685.csv,1.3699403583067564,,,D,QA_issue,excluded,valid,112,1.2529393053824995,109.34,2.0,0.0
discharge,2009-07-31 09:01:51,24,B0033,276,2689,02689.csv,1.3786129327882322,,,D,QA_issue,excluded,valid,113,1.2529393053824995,110.03,2.0,0.0
discharge,2009-07-31 15:42:00,24,B0033,278,2691,02691.csv,1.8035959863147195,,,D,QA_issue,excluded,valid,114,1.2529393053824995,143.95,2.0,0.0
discharge,2009-07-31 21:03:02,24,B0033,282,2695,02695.csv,1.4234424290662009,,,D,QA_issue,excluded,valid,115,1.2529393053824995,113.61,2.0,0.0
discharge,2009-08-01 00:54:40,24,B0033,284,2697,02697.csv,1.3946003892958665,,,D,QA_issue,excluded,valid,116,1.2529393053824995,111.31,2.0,0.0
discharge,2009-08-01 04:46:48,24,B0033,286,2699,02699.csv,1.3961613987822286,,,D,QA_issue,excluded,valid,117,1.2529393053824995,111.43,2.0,0.0
discharge,2009-08-01 08:40:39,24,B0033,288,2701,02701.csv,1.384968608315797,,,D,QA_issue,excluded,valid,118,1.2529393053824995,110.54,2.0,0.0
discharge,2009-08-01 12:33:32,24,B0033,290,2703,02703.csv,1.3715114742475478,,,D,QA_issue,excluded,valid,119,1.2529393053824995,109.46,2.0,0.0
discharge,2009-08-01 17:38:48,24,B0033,294,2707,02707.csv,1.3616865084879255,,,D,QA_issue,excluded,valid,120,1.2529393053824995,108.68,2.0,0.0
discharge,2009-08-01 21:30:33,24,B0033,296,2709,02709.csv,1.3796301360966086,,,D,QA_issue,excluded,valid,121,1.2529393053824995,110.11,2.0,0.0
discharge,2009-08-02 01:23:21,24,B0033,298,2711,02711.csv,1.364231776003204,,,D,QA_issue,excluded,valid,122,1.2529393053824995,108.88,2.0,0.0
discharge,2009-08-02 05:16:47,24,B0033,300,2713,02713.csv,1.3418414512081456,,,D,QA_issue,excluded,valid,123,1.2529393053824995,107.1,2.0,0.0
discharge,2009-08-02 09:10:15,24,B0033,302,2715,02715.csv,1.355221569579225,,,D,QA_issue,excluded,valid,124,1.2529393053824995,108.16,2.0,0.0
discharge,2009-08-02 14:15:27,24,B0033,306,2719,02719.csv,1.3403860264029774,,,D,QA_issue,excluded,valid,125,1.2529393053824995,106.98,2.0,0.0
discharge,2009-08-02 18:08:54,24,B0033,308,2721,02721.csv,1.3594078914195438,,,D,QA_issue,excluded,valid,126,1.2529393053824995,108.5,2.0,0.0
discharge,2009-08-02 22:02:10,24,B0033,310,2723,02723.csv,1.3457100861355502,,,D,QA_issue,excluded,valid,127,1.2529393053824995,107.4,2.0,0.0
discharge,2009-08-03 01:55:22,24,B0033,312,2725,02725.csv,1.3477611420854358,,,D,QA_issue,excluded,valid,128,1.2529393053824995,107.57,2.0,0.0
discharge,2009-08-03 05:48:39,24,B0033,314,2727,02727.csv,1.335482103134067,,,D,QA_issue,excluded,valid,129,1.2529393053824995,106.59,2.0,0.0
discharge,2009-08-03 10:53:34,24,B0033,318,2731,02731.csv,1.353154941842234,,,D,QA_issue,excluded,valid,130,1.2529393053824995,108.0,2.0,0.0
discharge,2009-08-03 14:44:14,24,B0033,320,2733,02733.csv,1.3709677706044292,,,D,QA_issue,excluded,valid,131,1.2529393053824995,109.42,2.0,0.0
discharge,2009-08-03 18:38:05,24,B0033,322,2735,02735.csv,1.357426672491866,,,D,QA_issue,excluded,valid,132,1.2529393053824995,108.34,2.0,0.0
discharge,2009-08-03 22:31:42,24,B0033,324,2737,02737.csv,1.3443678821106904,,,D,QA_issue,excluded,valid,133,1.2529393053824995,107.3,2.0,0.0
discharge,2009-08-04 02:24:55,24,B0033,326,2739,02739.csv,1.33005823859453,,,D,QA_issue,excluded,valid,134,1.2529393053824995,106.16,2.0,0.0
discharge,2009-08-05 10:47:54,24,B0033,330,2743,02743.csv,1.4033641858066626,,,D,QA_issue,excluded,valid,135,1.2529393053824995,112.01,2.0,0.0
discharge,2009-08-05 15:53:12,24,B0033,334,2747,02747.csv,1.3865570950229378,,,D,QA_issue,excluded,valid,136,1.2529393053824995,110.66,2.0,0.0
discharge,2009-08-05 19:44:54,24,B0033,336,2749,02749.csv,1.3704138176872631,,,D,QA_issue,excluded,valid,137,1.2529393053824995,109.38,2.0,0.0
discharge,2009-08-05 23:38:49,24,B0033,338,2751,02751.csv,1.325319393635713,,,D,QA_issue,excluded,valid,138,1.2529393053824995,105.78,2.0,0.0
discharge,2009-08-06 03:32:21,24,B0033,340,2753,02753.csv,0.8439684993200656,,,D,QA_issue,excluded,valid,139,1.2529393053824995,67.36,2.0,0.0
discharge,2009-08-06 07:22:48,24,B0033,342,2755,02755.csv,0.298661803715835,,,D,QA_issue,excluded,low_anomaly,140,1.2529393053824995,,2.0,0.0
discharge,2009-08-06 12:25:17,24,B0033,346,2759,02759.csv,0.2344867974702557,,,D,QA_issue,excluded,low_anomaly,141,1.2529393053824995,,2.0,0.0
discharge,2009-08-06 16:13:25,24,B0033,348,2761,02761.csv,0.2025633038072582,,,D,QA_issue,excluded,low_anomaly,142,1.2529393053824995,,2.0,0.0
discharge,2009-08-06 20:00:59,24,B0033,350,2763,02763.csv,0.2353199565407024,,,D,QA_issue,excluded,low_anomaly,143,1.2529393053824995,,2.0,0.0
discharge,2009-08-06 23:49:34,24,B0033,352,2765,02765.csv,0.2355042783748287,,,D,QA_issue,excluded,low_anomaly,144,1.2529393053824995,,2.0,0.0
discharge,2009-08-07 03:40:19,24,B0033,354,2767,02767.csv,0.4304242256752923,,,D,QA_issue,excluded,valid,145,1.2529393053824995,34.35,2.0,0.0
discharge,2009-08-07 08:44:36,24,B0033,358,2771,02771.csv,0.4643633320269643,,,D,QA_issue,excluded,valid,146,1.2529393053824995,37.06,2.0,0.0
discharge,2009-08-07 12:32:22,24,B0033,360,2773,02773.csv,0.3994839380247729,,,D,QA_issue,excluded,valid,147,1.2529393053824995,31.88,2.0,0.0
discharge,2009-08-07 16:20:49,24,B0033,362,2775,02775.csv,1.461469789426299,,,D,QA_issue,excluded,valid,148,1.2529393053824995,116.64,2.0,0.0
discharge,2009-08-07 20:14:10,24,B0033,364,2777,02777.csv,1.4150999545382532,,,D,QA_issue,excluded,valid,149,1.2529393053824995,112.94,2.0,0.0
discharge,2009-08-08 00:07:05,24,B0033,366,2779,02779.csv,1.383632373873956,,,D,QA_issue,excluded,valid,150,1.2529393053824995,110.43,2.0,0.0
discharge,2009-08-08 05:11:27,24,B0033,370,2783,02783.csv,1.3705402893609833,,,D,QA_issue,excluded,valid,151,1.2529393053824995,109.39,2.0,0.0
discharge,2009-08-08 09:03:54,24,B0033,372,2785,02785.csv,1.3557042566115398,,,D,QA_issue,excluded,valid,152,1.2529393053824995,108.2,2.0,0.0
discharge,2009-08-08 12:56:26,24,B0033,374,2787,02787.csv,1.3578385793919765,,,D,QA_issue,excluded,valid,153,1.2529393053824995,108.37,2.0,0.0
discharge,2009-08-08 16:48:44,24,B0033,376,2789,02789.csv,1.3609083979571397,,,D,QA_issue,excluded,valid,154,1.2529393053824995,108.62,2.0,0.0
discharge,2009-08-08 20:40:51,24,B0033,378,2791,02791.csv,1.3495626547684758,,,D,QA_issue,excluded,valid,155,1.2529393053824995,107.71,2.0,0.0
discharge,2009-08-17 13:08:30,24,B0033,382,2795,02795.csv,1.1888877132486642,,,D,QA_issue,excluded,valid,156,1.2529393053824995,94.89,2.0,0.0
discharge,2009-08-17 18:14:09,24,B0033,386,2799,02799.csv,1.5041493934608643,,,D,QA_issue,excluded,valid,157,1.2529393053824995,120.05,2.0,0.0
discharge,2009-08-17 22:06:54,24,B0033,388,2801,02801.csv,1.4899088638712767,,,D,QA_issue,excluded,valid,158,1.2529393053824995,118.91,2.0,0.0
discharge,2009-08-18 02:01:03,24,B0033,390,2803,02803.csv,1.475330178643193,,,D,QA_issue,excluded,valid,159,1.2529393053824995,117.75,2.0,0.0
discharge,2009-08-18 05:55:02,24,B0033,392,2805,02805.csv,1.459830765413703,,,D,QA_issue,excluded,valid,160,1.2529393053824995,116.51,2.0,0.0
discharge,2009-08-18 09:48:49,24,B0033,394,2807,02807.csv,1.4474169057725728,,,D,QA_issue,excluded,valid,161,1.2529393053824995,115.52,2.0,0.0
discharge,2009-08-18 14:54:37,24,B0033,398,2811,02811.csv,1.4676323674647154,,,D,QA_issue,excluded,valid,162,1.2529393053824995,117.14,2.0,0.0
discharge,2009-08-18 18:45:24,24,B0033,400,2813,02813.csv,1.441552493165527,,,D,QA_issue,excluded,valid,163,1.2529393053824995,115.05,2.0,0.0
discharge,2009-08-18 22:39:17,24,B0033,402,2815,02815.csv,1.418392873584403,,,D,QA_issue,excluded,valid,164,1.2529393053824995,113.21,2.0,0.0
discharge,2009-08-19 02:32:38,24,B0033,404,2817,02817.csv,1.4031824838852518,,,D,QA_issue,excluded,valid,165,1.2529393053824995,111.99,2.0,0.0
discharge,2009-08-19 06:25:55,24,B0033,406,2819,02819.csv,1.3911104661211642,,,D,QA_issue,excluded,valid,166,1.2529393053824995,111.03,2.0,0.0
