type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct,elapsed_hours_from_first,hours_from_prev_operation,group,end_reason,analysis_role,test_temperature_profile,load_profile,eol_rule_source,cutoff_voltage,discharge_current,eol_fade_threshold,re_diff,imp_flag,imp_exclude,imp_anomaly,impedance_cycle_no
impedance,2008-04-19 23:27:13,24,B0005,60,5181,05181.csv,,0.0446393219887852,0.0683410113732366,418.31555555555553,3.2905555555555557,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.00027062342487269714,valid,False,False,11
impedance,2008-04-20 01:08:11,24,B0005,62,5183,05183.csv,,0.0471704408693174,0.072081121644792,419.99833333333333,1.4377777777777778,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0025311188805321946,valid,False,False,12
impedance,2008-04-20 04:39:59,24,B0005,64,5185,05185.csv,,0.0435587857754753,0.0686823765587221,423.5283333333333,3.285,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.003611655093842099,valid,False,False,13
impedance,2008-04-20 06:20:57,24,B0005,66,5187,05187.csv,,0.0464896970863564,0.0710290933933924,425.2111111111111,1.4377777777777778,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0029309113108811,valid,False,False,14
impedance,2008-04-20 10:01:46,24,B0005,68,5189,05189.csv,,0.0452654781826178,0.0681437253042456,428.8913888888889,3.435277777777778,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.001224218903738597,valid,False,False,15
impedance,2008-04-20 11:42:26,24,B0005,70,5191,05191.csv,,0.0463622366817154,0.0719302986054303,430.56916666666666,1.4327777777777777,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0010967584990975998,valid,False,False,16
impedance,2008-04-20 15:22:22,24,B0005,72,5193,05193.csv,,0.0444837157774346,0.0678255571971684,434.2347222222222,3.4205555555555556,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0018785209042807977,valid,False,False,17
impedance,2008-04-20 17:03:01,24,B0005,74,5195,05195.csv,,0.0448279130020564,0.072888269527583,435.9122222222222,1.4322222222222223,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0003441972246217978,valid,False,False,18
impedance,2008-04-20 20:35:56,24,B0005,76,5197,05197.csv,,0.0444141648591004,0.0688580524121343,439.4608333333333,3.3033333333333332,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0004137481429559997,valid,False,False,19
impedance,2008-04-20 22:16:35,24,B0005,78,5199,05199.csv,,0.0446645067989457,0.0727868237536811,441.1383333333333,1.4325,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.00025034193984529995,valid,False,False,20
impedance,2008-04-21 02:00:19,24,B0005,80,5201,05201.csv,,0.0445354459002964,0.0677943469911627,444.8672222222222,3.483611111111111,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0001290608986493011,valid,False,False,21
impedance,2008-04-21 03:26:58,24,B0005,82,5203,05203.csv,,0.045021352455558,0.0694040818553967,446.31138888888887,1.198888888888889,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0004859065552616018,valid,False,False,22
impedance,2008-04-22 16:33:03,24,B0005,86,5207,05207.csv,,0.0461064656426378,0.0704108330775636,483.41277777777776,0.9872222222222222,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0010851131870798017,valid,False,False,23
impedance,2008-04-22 19:54:32,24,B0005,88,5209,05209.csv,,0.0464625160005063,0.0699377430233672,486.7708333333333,2.8275,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.00035605035786849537,valid,False,False,24
impedance,2008-04-22 21:24:34,24,B0005,90,5211,05211.csv,,0.0476673249976311,0.0687014202685642,488.2713888888889,0.9711111111111111,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.001204808997124801,valid,False,False,25
impedance,2008-04-23 00:46:24,24,B0005,92,5213,05213.csv,,0.0477238545111998,0.0695041754421432,491.6352777777778,2.8341666666666665,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,5.652951356870106e-05,valid,False,False,26
impedance,2008-04-23 02:16:08,24,B0005,94,5215,05215.csv,,0.0478676951872586,0.0678285150105384,493.1308333333333,0.9658333333333333,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.00014384067605879847,valid,False,False,27
impedance,2008-04-23 05:46:32,24,B0005,96,5217,05217.csv,,0.0469402296332379,0.069661211991841,496.6375,2.9769444444444444,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0009274655540206997,valid,False,False,28
impedance,2008-04-23 07:16:07,24,B0005,98,5219,05219.csv,,0.0456134190837229,0.0690386303340568,498.13055555555553,0.9633333333333334,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0013268105495150007,valid,False,False,29
impedance,2008-04-23 10:36:13,24,B0005,100,5221,05221.csv,,0.0470279824320801,0.0711294674960708,501.46555555555557,2.805277777777778,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0014145633483571979,valid,False,False,30
impedance,2008-04-23 12:05:30,24,B0005,102,5223,05223.csv,,0.0467288723388305,0.0697112997292194,502.9536111111111,0.9583333333333334,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0002991100932495938,valid,False,False,31
impedance,2008-04-23 15:34:37,24,B0005,104,5225,05225.csv,,0.0477553802626716,0.0716707961231252,506.43888888888887,2.9555555555555557,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0010265079238410968,valid,False,False,32
impedance,2008-04-23 17:03:55,24,B0005,106,5227,05227.csv,,0.046916225196282,0.0691334355475146,507.9272222222222,0.9583333333333334,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0008391550663895964,valid,False,False,33
impedance,2008-04-23 20:31:10,24,B0005,108,5229,05229.csv,,0.0470229394468384,0.0697669618355563,511.38138888888886,2.9244444444444446,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.00010671425055639588,valid,False,False,34
impedance,2008-04-23 22:00:19,24,B0005,110,5231,05231.csv,,0.046604793185003,0.068522152288229,512.8672222222223,0.9558333333333333,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.00041814626183540177,valid,False,False,35
impedance,2008-04-24 01:19:46,24,B0005,112,5233,05233.csv,,0.046245370477528,0.0719248993978976,516.1913888888889,2.7944444444444443,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0003594227074750003,valid,False,False,36
impedance,2008-04-24 02:48:35,24,B0005,114,5235,05235.csv,,0.0468329399301112,0.0694689689962164,517.6716666666666,0.9505555555555556,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0005875694525832031,valid,False,False,37
impedance,2008-04-24 06:18:12,24,B0005,116,5237,05237.csv,,0.0461861033675123,0.0719378705603448,521.1652777777778,2.963611111111111,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0006468365625989028,valid,False,False,38
impedance,2008-04-24 07:46:53,24,B0005,118,5239,05239.csv,,0.0462413666398642,0.0693491690279701,522.6433333333333,0.9480555555555555,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,5.526327235190476e-05,valid,False,False,39
impedance,2008-04-24 11:17:36,24,B0005,120,5241,05241.csv,,0.0477373701431311,0.0703395836124857,526.1552777777778,2.9819444444444443,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0014960035032668961,valid,False,False,40
impedance,2008-04-24 12:46:08,24,B0005,122,5243,05243.csv,,0.0494274834363881,0.0695498357572787,527.6308333333334,0.9455555555555556,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.001690113293257002,valid,False,False,41
impedance,2008-04-24 16:14:07,24,B0005,124,5245,05245.csv,,0.048383341548765,0.0697381270154479,531.0972222222222,2.9363888888888887,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0010441418876230985,valid,False,False,42
impedance,2008-04-24 17:42:40,24,B0005,126,5247,05247.csv,,0.0474784168879776,0.064882971709559,532.5730555555556,0.9455555555555556,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0009049246607874054,valid,False,False,43
impedance,2008-04-24 21:06:22,24,B0005,128,5249,05249.csv,,0.0480375100392994,0.0701251142477667,535.9680555555556,2.865,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0005590931513218059,valid,False,False,44
impedance,2008-04-24 22:34:45,24,B0005,130,5251,05251.csv,,0.047703621105183,0.0685981303777479,537.4411111111111,0.9427777777777778,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.00033388893411639975,valid,False,False,45
impedance,2008-04-25 01:57:07,24,B0005,132,5253,05253.csv,,0.0480869600733819,0.0697134641311117,540.8138888888889,2.8425,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.00038333896819889995,valid,False,False,46
impedance,2008-04-25 21:00:31,24,B0005,136,5257,05257.csv,,0.0481510465595772,0.0677220781982593,559.8705555555556,0.9433333333333334,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,6.408648619529722e-05,valid,False,False,47
impedance,2008-04-26 00:32:46,24,B0005,138,5259,05259.csv,,0.0475472817403881,0.073180098911682,563.4080555555555,3.007222222222222,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0006037648191890982,valid,False,False,48
impedance,2008-04-26 02:00:52,24,B0005,140,5261,05261.csv,,0.0475901338231921,0.0691427287466927,564.8763888888889,0.9380555555555555,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,4.285208280399577e-05,valid,False,False,49
impedance,2008-04-26 05:25:46,24,B0005,142,5263,05263.csv,,0.0476409209894885,0.0716524732655295,568.2913888888888,2.8847222222222224,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,5.0787166296403785e-05,valid,False,False,50
impedance,2008-04-26 06:53:34,24,B0005,144,5265,05265.csv,,0.0476402406175778,0.0689827792391044,569.7547222222222,0.9330555555555555,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,6.803719106995842e-07,valid,False,False,51
impedance,2008-04-26 10:26:36,24,B0005,146,5267,05267.csv,,0.0484243695317731,0.0724998374901,573.3052777777777,3.020277777777778,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0007841289141952978,valid,False,False,52
impedance,2008-04-29 13:12:54,24,B0005,150,5271,05271.csv,,0.0489338618553407,0.0679599018011362,648.0769444444444,0.9494444444444444,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0005094923235676035,valid,False,False,53
impedance,2008-04-29 16:33:38,24,B0005,152,5273,05273.csv,,0.0494307456487187,0.0701407541984291,651.4225,2.8144444444444443,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0004968837933779988,valid,False,False,54
impedance,2008-04-29 18:02:21,24,B0005,154,5275,05275.csv,,0.0493230071767182,0.068956429145285,652.9011111111112,0.9483333333333334,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.00010773847200050424,valid,False,False,55
impedance,2008-04-29 21:28:15,24,B0005,156,5277,05277.csv,,0.0497482254301438,0.0711299384497784,656.3327777777778,2.901388888888889,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.00042521825342560493,valid,False,False,56
impedance,2008-04-29 22:56:30,24,B0005,158,5279,05279.csv,,0.0491220287704245,0.0689095684745689,657.8036111111111,0.9405555555555556,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0006261966597193025,valid,False,False,57
impedance,2008-04-30 02:12:05,24,B0005,160,5281,05281.csv,,0.0498848659447539,0.0719830276512561,661.0633333333334,2.7291666666666665,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0007628371743294005,valid,False,False,58
impedance,2008-04-30 03:40:03,24,B0005,162,5283,05283.csv,,0.0478594492467187,0.0697725560852867,662.5294444444445,0.9355555555555556,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.002025416698035201,valid,False,False,59
impedance,2008-04-30 07:09:52,24,B0005,164,5285,05285.csv,,0.0492163809321789,0.0714637439793728,666.0263888888888,2.966388888888889,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0013569316854602012,valid,False,False,60
impedance,2008-04-30 08:37:42,24,B0005,166,5287,05287.csv,,0.0488722901342319,0.0687680915386681,667.4902777777778,0.9333333333333333,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.00034409079794699843,valid,False,False,61
impedance,2008-04-30 11:56:59,24,B0005,168,5289,05289.csv,,0.0499459389365634,0.0708870426164587,670.8116666666666,2.7908333333333335,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0010736488023314963,valid,False,False,62
impedance,2008-04-30 13:24:39,24,B0005,170,5291,05291.csv,,0.0482964391953501,0.0673151471016695,672.2727777777778,0.9305555555555556,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0016494997412132978,valid,False,False,63
impedance,2008-04-30 16:48:25,24,B0005,172,5293,05293.csv,,0.0489696051479402,0.0717816850521735,675.6688888888889,2.8655555555555554,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0006731659525901004,valid,False,False,64
impedance,2008-04-30 18:16:07,24,B0005,174,5295,05295.csv,,0.0481470922660249,0.0684158918231915,677.1305555555556,0.9308333333333333,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0008225128819153021,valid,False,False,65
impedance,2008-04-30 21:43:03,24,B0005,176,5297,05297.csv,,0.0502293760251405,0.0718319241428618,680.5794444444444,2.9183333333333334,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.002082283759115601,valid,False,False,66
impedance,2008-04-30 23:10:36,24,B0005,178,5299,05299.csv,,0.0484543002020658,0.0677793505105271,682.0386111111111,0.9283333333333333,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0017750758230746996,valid,False,False,67
impedance,2008-05-01 02:43:42,24,B0005,180,5301,05301.csv,,0.0497152666250807,0.0713902715439566,685.5902777777778,3.0208333333333335,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0012609664230148962,valid,False,False,68
impedance,2008-05-01 04:11:07,24,B0005,182,5303,05303.csv,,0.0486802529332838,0.0658344484636432,687.0472222222222,0.9261111111111111,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0010350136917968988,valid,False,False,69
impedance,2008-05-01 07:44:12,24,B0005,184,5305,05305.csv,,0.0491321660184356,0.0724518691988788,690.5986111111112,3.0208333333333335,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0004519130851518005,valid,False,False,70
impedance,2008-05-01 09:11:27,24,B0005,186,5307,05307.csv,,0.0499187289835067,0.0687646330950239,692.0527777777778,0.9233333333333333,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.000786562965071104,valid,False,False,71
impedance,2008-05-01 12:42:34,24,B0005,188,5309,05309.csv,,0.0492096832252982,0.073040250995097,695.5713888888889,2.9877777777777776,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0007090457582085014,valid,False,False,72
impedance,2008-05-01 14:09:50,24,B0005,190,5311,05311.csv,,0.0494366495395998,0.0689230088556077,697.0258333333334,0.9238888888888889,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0002269663143016007,valid,False,False,73
impedance,2008-05-01 17:39:20,24,B0005,192,5313,05313.csv,,0.0495063161655938,0.07251082944035,700.5175,2.9608333333333334,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,6.96666259939957e-05,valid,False,False,74
impedance,2008-05-01 19:06:26,24,B0005,194,5315,05315.csv,,0.0494033398878436,0.0686484623872513,701.9691666666666,0.9211111111111111,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.00010297627775019552,valid,False,False,75
impedance,2008-05-01 22:38:24,24,B0005,196,5317,05317.csv,,0.0486517627795967,0.0720176209117095,705.5019444444445,3.0019444444444443,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0007515771082469008,valid,False,False,76
impedance,2008-05-02 00:05:31,24,B0005,198,5319,05319.csv,,0.0491550198024464,0.0691308686370358,706.9538888888889,0.9211111111111111,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0005032570228497013,valid,False,False,77
impedance,2008-05-02 03:21:43,24,B0005,200,5321,05321.csv,,0.0491657556837128,0.0731699361800272,710.2238888888888,2.7391666666666667,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,1.0735881266397962e-05,valid,False,False,78
impedance,2008-05-02 04:48:33,24,B0005,202,5323,05323.csv,,0.0487016128372702,0.0685945550745758,711.6711111111111,0.9163888888888889,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0004641428464425973,valid,False,False,79
impedance,2008-05-02 08:12:49,24,B0005,204,5325,05325.csv,,0.0492342734208827,0.0727712073374357,715.0755555555555,2.873611111111111,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0005326605836124959,valid,False,False,80
impedance,2008-05-02 09:39:40,24,B0005,206,5327,05327.csv,,0.0488567734576694,0.0687157076798943,716.5230555555555,0.9166666666666666,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0003774999632132972,valid,False,False,81
impedance,2008-05-02 13:11:13,24,B0005,208,5329,05329.csv,,0.0505475864921389,0.0727086679457494,720.0488888888889,2.995,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.001690813034469496,valid,False,False,82
impedance,2008-05-02 14:37:55,24,B0005,210,5331,05331.csv,,0.0506497585783765,0.0685353610479945,721.4938888888889,0.9138888888888889,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.00010217208623760493,valid,False,False,83
impedance,2008-05-02 18:11:03,24,B0005,212,5333,05333.csv,,0.0501188147421075,0.0730104108966134,725.0461111111111,3.0213888888888887,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0005309438362690044,valid,False,False,84
impedance,2008-05-03 00:18:59,24,B0005,216,5337,05337.csv,,0.0491324268769509,0.0693303248319639,731.1783333333333,0.9116666666666666,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0009863878651565974,valid,False,False,85
impedance,2008-05-03 03:41:16,24,B0005,218,5339,05339.csv,,0.0497925673190261,0.073436503616202,734.5497222222223,2.84,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0006601404420751994,valid,False,False,86
impedance,2008-05-03 05:07:41,24,B0005,220,5341,05341.csv,,0.0496331359162434,0.0688142967101813,735.99,0.9091666666666667,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.00015943140278269763,valid,False,False,87
impedance,2008-05-03 08:38:27,24,B0005,222,5343,05343.csv,,0.0498653780666,0.0732133898164959,739.5027777777777,2.9816666666666665,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0002322421503565958,valid,False,False,88
impedance,2008-05-03 10:04:43,24,B0005,224,5345,05345.csv,,0.0489212903564022,0.0688393136276158,740.9405555555555,0.9066666666666666,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0009440877101977996,valid,False,False,89
impedance,2008-05-03 13:32:41,24,B0005,226,5347,05347.csv,,0.0498119327855388,0.074596186052064,744.4066666666666,2.935,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0008906424291365983,valid,False,False,90
impedance,2008-05-03 14:58:49,24,B0005,228,5349,05349.csv,,0.0497512574980347,0.0686389241999605,745.8422222222222,0.9041666666666667,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,6.0675287504100006e-05,valid,False,False,91
impedance,2008-05-03 18:26:20,24,B0005,230,5351,05351.csv,,0.0485067348899718,0.0745830977634214,749.3008333333333,2.9275,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0012445226080628966,valid,False,False,92
impedance,2008-05-03 19:52:28,24,B0005,232,5353,05353.csv,,0.0491591819629816,0.0690673447997324,750.7363888888889,0.9041666666666667,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0006524470730098,valid,False,False,93
impedance,2008-05-03 23:10:37,24,B0005,234,5355,05355.csv,,0.0500230742033395,0.0736638387977965,754.0388888888889,2.7711111111111113,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0008638922403578983,valid,False,False,94
impedance,2008-05-04 00:36:36,24,B0005,236,5357,05357.csv,,0.0497080870965655,0.0683000614609565,755.4719444444445,0.9016666666666666,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.00031498710677400205,valid,False,False,95
impedance,2008-05-04 04:09:47,24,B0005,238,5359,05359.csv,,0.0502046904378658,0.0737188582159762,759.025,3.0216666666666665,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0004966033413003057,valid,False,False,96
impedance,2008-05-04 05:35:36,24,B0005,240,5361,05361.csv,,0.0489506608038353,0.0696326738615232,760.4552777777777,0.8988888888888888,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0012540296340305054,valid,False,False,97
impedance,2008-05-04 09:08:18,24,B0005,242,5363,05363.csv,,0.0497585734077315,0.0746561776087558,764.0002777777778,3.013611111111111,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0008079126038962048,valid,False,False,98
impedance,2008-05-04 10:34:08,24,B0005,244,5365,05365.csv,,0.0498083962553727,0.069022987629394,765.4308333333333,0.8991666666666667,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,4.9822847641198265e-05,valid,False,False,99
impedance,2008-05-04 14:06:20,24,B0005,246,5367,05367.csv,,0.0496867550378329,0.0735542582193973,768.9675,3.005,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0001216412175397974,valid,False,False,100
impedance,2008-05-04 15:32:01,24,B0005,248,5369,05369.csv,,0.0505941138997434,0.0685832846047841,770.3955555555556,0.8966666666666666,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0009073588619104983,valid,False,False,101
impedance,2008-05-04 19:05:14,24,B0005,250,5371,05371.csv,,0.0499500570704977,0.0746229428074614,773.9491666666667,3.0219444444444443,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.0006440568292457038,valid,False,False,102
impedance,2008-05-04 20:30:47,24,B0005,252,5373,05373.csv,,0.0498442104120108,0.0701407010789011,775.375,0.8944444444444445,A,EOL,main,24°C_stable,2A_CC,NASA_30%fade,2.7,2A_CC,0.3,0.00010584665848689667,valid,False,False,103
