type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct,group,end_reason,analysis_role,impedance_cycle_no
impedance,2008-04-20 20:35:56,24,B0005,76,5197,05197.csv,,0.0444141648591004,0.0688580524121343,A,EOL,main,19
impedance,2008-04-20 22:16:35,24,B0005,78,5199,05199.csv,,0.0446645067989457,0.0727868237536811,A,EOL,main,20
impedance,2008-04-21 02:00:19,24,B0005,80,5201,05201.csv,,0.0445354459002964,0.0677943469911627,A,EOL,main,21
impedance,2008-04-21 03:26:58,24,B0005,82,5203,05203.csv,,0.045021352455558,0.0694040818553967,A,EOL,main,22
impedance,2008-04-22 16:33:03,24,B0005,86,5207,05207.csv,,0.0461064656426378,0.0704108330775636,A,EOL,main,23
impedance,2008-04-22 19:54:32,24,B0005,88,5209,05209.csv,,0.0464625160005063,0.0699377430233672,A,EOL,main,24
impedance,2008-04-22 21:24:34,24,B0005,90,5211,05211.csv,,0.0476673249976311,0.0687014202685642,A,EOL,main,25
impedance,2008-04-23 00:46:24,24,B0005,92,5213,05213.csv,,0.0477238545111998,0.0695041754421432,A,EOL,main,26
impedance,2008-04-23 02:16:08,24,B0005,94,5215,05215.csv,,0.0478676951872586,0.0678285150105384,A,EOL,main,27
impedance,2008-04-23 05:46:32,24,B0005,96,5217,05217.csv,,0.0469402296332379,0.069661211991841,A,EOL,main,28
impedance,2008-04-23 07:16:07,24,B0005,98,5219,05219.csv,,0.0456134190837229,0.0690386303340568,A,EOL,main,29
impedance,2008-04-23 10:36:13,24,B0005,100,5221,05221.csv,,0.0470279824320801,0.0711294674960708,A,EOL,main,30
impedance,2008-04-23 12:05:30,24,B0005,102,5223,05223.csv,,0.0467288723388305,0.0697112997292194,A,EOL,main,31
impedance,2008-04-23 15:34:37,24,B0005,104,5225,05225.csv,,0.0477553802626716,0.0716707961231252,A,EOL,main,32
impedance,2008-04-23 17:03:55,24,B0005,106,5227,05227.csv,,0.046916225196282,0.0691334355475146,A,EOL,main,33
impedance,2008-04-23 20:31:10,24,B0005,108,5229,05229.csv,,0.0470229394468384,0.0697669618355563,A,EOL,main,34
impedance,2008-04-23 22:00:19,24,B0005,110,5231,05231.csv,,0.046604793185003,0.068522152288229,A,EOL,main,35
impedance,2008-04-24 01:19:46,24,B0005,112,5233,05233.csv,,0.046245370477528,0.0719248993978976,A,EOL,main,36
impedance,2008-04-24 02:48:35,24,B0005,114,5235,05235.csv,,0.0468329399301112,0.0694689689962164,A,EOL,main,37
impedance,2008-04-24 06:18:12,24,B0005,116,5237,05237.csv,,0.0461861033675123,0.0719378705603448,A,EOL,main,38
impedance,2008-04-24 07:46:53,24,B0005,118,5239,05239.csv,,0.0462413666398642,0.0693491690279701,A,EOL,main,39
impedance,2008-04-24 11:17:36,24,B0005,120,5241,05241.csv,,0.0477373701431311,0.0703395836124857,A,EOL,main,40
impedance,2008-04-24 12:46:08,24,B0005,122,5243,05243.csv,,0.0494274834363881,0.0695498357572787,A,EOL,main,41
impedance,2008-04-24 16:14:07,24,B0005,124,5245,05245.csv,,0.048383341548765,0.0697381270154479,A,EOL,main,42
impedance,2008-04-24 17:42:40,24,B0005,126,5247,05247.csv,,0.0474784168879776,0.064882971709559,A,EOL,main,43
impedance,2008-04-24 21:06:22,24,B0005,128,5249,05249.csv,,0.0480375100392994,0.0701251142477667,A,EOL,main,44
impedance,2008-04-24 22:34:45,24,B0005,130,5251,05251.csv,,0.047703621105183,0.0685981303777479,A,EOL,main,45
impedance,2008-04-25 01:57:07,24,B0005,132,5253,05253.csv,,0.0480869600733819,0.0697134641311117,A,EOL,main,46
impedance,2008-04-25 21:00:31,24,B0005,136,5257,05257.csv,,0.0481510465595772,0.0677220781982593,A,EOL,main,47
impedance,2008-04-26 00:32:46,24,B0005,138,5259,05259.csv,,0.0475472817403881,0.073180098911682,A,EOL,main,48
impedance,2008-04-26 02:00:52,24,B0005,140,5261,05261.csv,,0.0475901338231921,0.0691427287466927,A,EOL,main,49
impedance,2008-04-26 05:25:46,24,B0005,142,5263,05263.csv,,0.0476409209894885,0.0716524732655295,A,EOL,main,50
impedance,2008-04-26 06:53:34,24,B0005,144,5265,05265.csv,,0.0476402406175778,0.0689827792391044,A,EOL,main,51
impedance,2008-04-26 10:26:36,24,B0005,146,5267,05267.csv,,0.0484243695317731,0.0724998374901,A,EOL,main,52
impedance,2008-04-29 13:12:54,24,B0005,150,5271,05271.csv,,0.0489338618553407,0.0679599018011362,A,EOL,main,53
impedance,2008-04-29 16:33:38,24,B0005,152,5273,05273.csv,,0.0494307456487187,0.0701407541984291,A,EOL,main,54
impedance,2008-04-29 18:02:21,24,B0005,154,5275,05275.csv,,0.0493230071767182,0.068956429145285,A,EOL,main,55
impedance,2008-04-29 21:28:15,24,B0005,156,5277,05277.csv,,0.0497482254301438,0.0711299384497784,A,EOL,main,56
impedance,2008-04-29 22:56:30,24,B0005,158,5279,05279.csv,,0.0491220287704245,0.0689095684745689,A,EOL,main,57
impedance,2008-04-30 02:12:05,24,B0005,160,5281,05281.csv,,0.0498848659447539,0.0719830276512561,A,EOL,main,58
impedance,2008-04-30 03:40:03,24,B0005,162,5283,05283.csv,,0.0478594492467187,0.0697725560852867,A,EOL,main,59
impedance,2008-04-30 07:09:52,24,B0005,164,5285,05285.csv,,0.0492163809321789,0.0714637439793728,A,EOL,main,60
impedance,2008-04-30 08:37:42,24,B0005,166,5287,05287.csv,,0.0488722901342319,0.0687680915386681,A,EOL,main,61
impedance,2008-04-30 11:56:59,24,B0005,168,5289,05289.csv,,0.0499459389365634,0.0708870426164587,A,EOL,main,62
impedance,2008-04-30 13:24:39,24,B0005,170,5291,05291.csv,,0.0482964391953501,0.0673151471016695,A,EOL,main,63
impedance,2008-04-30 16:48:25,24,B0005,172,5293,05293.csv,,0.0489696051479402,0.0717816850521735,A,EOL,main,64
impedance,2008-04-30 18:16:07,24,B0005,174,5295,05295.csv,,0.0481470922660249,0.0684158918231915,A,EOL,main,65
impedance,2008-04-30 21:43:03,24,B0005,176,5297,05297.csv,,0.0502293760251405,0.0718319241428618,A,EOL,main,66
impedance,2008-04-30 23:10:36,24,B0005,178,5299,05299.csv,,0.0484543002020658,0.0677793505105271,A,EOL,main,67
impedance,2008-05-01 02:43:42,24,B0005,180,5301,05301.csv,,0.0497152666250807,0.0713902715439566,A,EOL,main,68
impedance,2008-05-01 04:11:07,24,B0005,182,5303,05303.csv,,0.0486802529332838,0.0658344484636432,A,EOL,main,69
impedance,2008-05-01 07:44:12,24,B0005,184,5305,05305.csv,,0.0491321660184356,0.0724518691988788,A,EOL,main,70
impedance,2008-05-01 09:11:27,24,B0005,186,5307,05307.csv,,0.0499187289835067,0.0687646330950239,A,EOL,main,71
impedance,2008-05-01 12:42:34,24,B0005,188,5309,05309.csv,,0.0492096832252982,0.073040250995097,A,EOL,main,72
impedance,2008-05-01 14:09:50,24,B0005,190,5311,05311.csv,,0.0494366495395998,0.0689230088556077,A,EOL,main,73
impedance,2008-05-01 17:39:20,24,B0005,192,5313,05313.csv,,0.0495063161655938,0.07251082944035,A,EOL,main,74
impedance,2008-05-01 19:06:26,24,B0005,194,5315,05315.csv,,0.0494033398878436,0.0686484623872513,A,EOL,main,75
impedance,2008-05-01 22:38:24,24,B0005,196,5317,05317.csv,,0.0486517627795967,0.0720176209117095,A,EOL,main,76
impedance,2008-05-02 00:05:31,24,B0005,198,5319,05319.csv,,0.0491550198024464,0.0691308686370358,A,EOL,main,77
impedance,2008-05-02 03:21:43,24,B0005,200,5321,05321.csv,,0.0491657556837128,0.0731699361800272,A,EOL,main,78
impedance,2008-05-02 04:48:33,24,B0005,202,5323,05323.csv,,0.0487016128372702,0.0685945550745758,A,EOL,main,79
impedance,2008-05-02 08:12:49,24,B0005,204,5325,05325.csv,,0.0492342734208827,0.0727712073374357,A,EOL,main,80
impedance,2008-05-02 09:39:40,24,B0005,206,5327,05327.csv,,0.0488567734576694,0.0687157076798943,A,EOL,main,81
impedance,2008-05-02 13:11:13,24,B0005,208,5329,05329.csv,,0.0505475864921389,0.0727086679457494,A,EOL,main,82
impedance,2008-05-02 14:37:55,24,B0005,210,5331,05331.csv,,0.0506497585783765,0.0685353610479945,A,EOL,main,83
impedance,2008-05-02 18:11:03,24,B0005,212,5333,05333.csv,,0.0501188147421075,0.0730104108966134,A,EOL,main,84
impedance,2008-05-03 00:18:59,24,B0005,216,5337,05337.csv,,0.0491324268769509,0.0693303248319639,A,EOL,main,85
impedance,2008-05-03 03:41:16,24,B0005,218,5339,05339.csv,,0.0497925673190261,0.073436503616202,A,EOL,main,86
impedance,2008-05-03 05:07:41,24,B0005,220,5341,05341.csv,,0.0496331359162434,0.0688142967101813,A,EOL,main,87
impedance,2008-05-03 08:38:27,24,B0005,222,5343,05343.csv,,0.0498653780666,0.0732133898164959,A,EOL,main,88
impedance,2008-05-03 10:04:43,24,B0005,224,5345,05345.csv,,0.0489212903564022,0.0688393136276158,A,EOL,main,89
impedance,2008-05-03 13:32:41,24,B0005,226,5347,05347.csv,,0.0498119327855388,0.074596186052064,A,EOL,main,90
impedance,2008-05-03 14:58:49,24,B0005,228,5349,05349.csv,,0.0497512574980347,0.0686389241999605,A,EOL,main,91
impedance,2008-05-03 18:26:20,24,B0005,230,5351,05351.csv,,0.0485067348899718,0.0745830977634214,A,EOL,main,92
impedance,2008-05-03 19:52:28,24,B0005,232,5353,05353.csv,,0.0491591819629816,0.0690673447997324,A,EOL,main,93
impedance,2008-05-03 23:10:37,24,B0005,234,5355,05355.csv,,0.0500230742033395,0.0736638387977965,A,EOL,main,94
impedance,2008-05-04 00:36:36,24,B0005,236,5357,05357.csv,,0.0497080870965655,0.0683000614609565,A,EOL,main,95
impedance,2008-05-04 04:09:47,24,B0005,238,5359,05359.csv,,0.0502046904378658,0.0737188582159762,A,EOL,main,96
impedance,2008-05-04 05:35:36,24,B0005,240,5361,05361.csv,,0.0489506608038353,0.0696326738615232,A,EOL,main,97
impedance,2008-05-04 09:08:18,24,B0005,242,5363,05363.csv,,0.0497585734077315,0.0746561776087558,A,EOL,main,98
impedance,2008-05-04 10:34:08,24,B0005,244,5365,05365.csv,,0.0498083962553727,0.069022987629394,A,EOL,main,99
impedance,2008-05-04 14:06:20,24,B0005,246,5367,05367.csv,,0.0496867550378329,0.0735542582193973,A,EOL,main,100
impedance,2008-05-04 15:32:01,24,B0005,248,5369,05369.csv,,0.0505941138997434,0.0685832846047841,A,EOL,main,101
impedance,2008-05-04 19:05:14,24,B0005,250,5371,05371.csv,,0.0499500570704977,0.0746229428074614,A,EOL,main,102
impedance,2008-05-04 20:30:47,24,B0005,252,5373,05373.csv,,0.0498442104120108,0.0701407010789011,A,EOL,main,103
impedance,2008-05-05 00:04:00,24,B0005,254,5375,05375.csv,,0.0502825642512583,0.0736039114233682,A,EOL,main,104
impedance,2008-05-05 01:29:24,24,B0005,256,5377,05377.csv,,0.0500627022920359,0.0697911803878999,A,EOL,main,105
impedance,2008-05-05 04:56:20,24,B0005,258,5379,05379.csv,,0.0499200778190466,0.074642062777058,A,EOL,main,106
impedance,2008-05-05 06:21:44,24,B0005,260,5381,05381.csv,,0.049214459164823,0.0699083630110742,A,EOL,main,107
impedance,2008-05-05 09:54:58,24,B0005,262,5383,05383.csv,,0.0500799643501363,0.0754771092928152,A,EOL,main,108
impedance,2008-05-05 21:33:38,24,B0005,266,5387,05387.csv,,0.0546921850263593,0.0746459936002273,A,EOL,main,109
impedance,2008-05-06 01:06:52,24,B0005,268,5389,05389.csv,,0.0548732021154092,0.0793440364411719,A,EOL,main,110
impedance,2008-05-06 02:31:59,24,B0005,270,5391,05391.csv,,0.0541567528107865,0.0750584366774359,A,EOL,main,111
impedance,2008-05-06 06:05:11,24,B0005,272,5393,05393.csv,,0.0552404998627662,0.0800235935822896,A,EOL,main,112
impedance,2008-05-06 07:30:10,24,B0005,274,5395,05395.csv,,0.0545428097805622,0.0759237919999139,A,EOL,main,113
impedance,2008-05-06 10:53:26,24,B0005,276,5397,05397.csv,,0.0550803683287425,0.0804500816192199,A,EOL,main,114
impedance,2008-05-06 12:18:26,24,B0005,278,5399,05399.csv,,0.0533986718642586,0.0756288961003857,A,EOL,main,115
impedance,2008-05-06 15:51:41,24,B0005,280,5401,05401.csv,,0.0548457849434252,0.0809952791439065,A,EOL,main,116
impedance,2008-05-06 17:16:40,24,B0005,282,5403,05403.csv,,0.0554532594769747,0.0748392292244765,A,EOL,main,117
impedance,2008-05-06 20:49:54,24,B0005,284,5405,05405.csv,,0.0580894926860419,0.0790061137619081,A,EOL,main,118
impedance,2008-05-06 22:14:45,24,B0005,286,5407,05407.csv,,0.0570384986405566,0.0744541940566049,A,EOL,main,119
impedance,2008-05-07 01:45:30,24,B0005,288,5409,05409.csv,,0.0563999943051261,0.0818149196701257,A,EOL,main,120
impedance,2008-05-07 03:10:20,24,B0005,290,5411,05411.csv,,0.0569517725026997,0.0770693559626086,A,EOL,main,121
impedance,2008-05-07 06:32:06,24,B0005,292,5413,05413.csv,,0.0571591479145079,0.0808669662369406,A,EOL,main,122
impedance,2008-05-07 07:56:39,24,B0005,294,5415,05415.csv,,0.0559586456272992,0.076095696370702,A,EOL,main,123
impedance,2008-05-07 11:29:54,24,B0005,296,5417,05417.csv,,0.0569987938629429,0.0825010076441602,A,EOL,main,124
impedance,2008-05-07 12:54:18,24,B0005,298,5419,05419.csv,,0.0569901090756038,0.0764828902963887,A,EOL,main,125
impedance,2008-05-07 16:27:34,24,B0005,300,5421,05421.csv,,0.057915946777513,0.0817505708315127,A,EOL,main,126
impedance,2008-05-07 17:51:59,24,B0005,302,5423,05423.csv,,0.0570007691806397,0.0774112451988569,A,EOL,main,127
impedance,2008-05-07 21:24:14,24,B0005,304,5425,05425.csv,,0.0585831887959693,0.0826941645735358,A,EOL,main,128
impedance,2008-05-07 22:48:38,24,B0005,306,5427,05427.csv,,0.0572825654297649,0.0769202772121568,A,EOL,main,129
impedance,2008-05-08 02:21:54,24,B0005,308,5429,05429.csv,,0.0568441123963582,0.082272625759776,A,EOL,main,130
impedance,2008-05-08 03:46:09,24,B0005,310,5431,05431.csv,,0.0589529203196688,0.0773517020399742,A,EOL,main,131
impedance,2008-05-09 11:53:10,24,B0005,311,5432,05432.csv,,0.0566720346295509,0.0829157329641766,A,EOL,main,132
impedance,2008-05-09 13:19:35,24,B0005,313,5434,05434.csv,,0.0582233615105249,0.0761509211548619,A,EOL,main,133
impedance,2008-05-09 21:21:03,24,B0005,316,5437,05437.csv,,0.0577983771069902,0.0751897173316691,A,EOL,main,134
impedance,2008-05-10 00:49:59,24,B0005,318,5439,05439.csv,,0.058693615611032,0.0809967398338894,A,EOL,main,135
impedance,2008-05-10 02:14:42,24,B0005,320,5441,05441.csv,,0.0581005359089264,0.0760463990238758,A,EOL,main,136
impedance,2008-05-10 05:46:15,24,B0005,322,5443,05443.csv,,0.0568735509905479,0.080792347724638,A,EOL,main,137
impedance,2008-05-10 07:10:49,24,B0005,324,5445,05445.csv,,0.0578193912169896,0.0762079225206609,A,EOL,main,138
impedance,2008-05-10 10:44:07,24,B0005,326,5447,05447.csv,,0.0584012267602933,0.0816166339541188,A,EOL,main,139
impedance,2008-05-10 12:08:32,24,B0005,328,5449,05449.csv,,0.0572959758556255,0.0760311580801822,A,EOL,main,140
impedance,2008-05-10 15:39:59,24,B0005,330,5451,05451.csv,,0.0571392616497832,0.0820304274361046,A,EOL,main,141
impedance,2008-05-10 17:04:16,24,B0005,332,5453,05453.csv,,0.0570119156613033,0.077937531010241,A,EOL,main,142
impedance,2008-05-10 20:35:57,24,B0005,334,5455,05455.csv,,0.056846750542401,0.0843093490529676,A,EOL,main,143
impedance,2008-05-10 22:00:05,24,B0005,336,5457,05457.csv,,0.0573916045757455,0.0773208301126552,A,EOL,main,144
impedance,2008-05-11 01:33:24,24,B0005,338,5459,05459.csv,,0.0597145830687632,0.081280778737871,A,EOL,main,145
impedance,2008-05-11 02:57:32,24,B0005,340,5461,05461.csv,,0.0566940115944566,0.0775632251844298,A,EOL,main,146
impedance,2008-05-11 06:23:30,24,B0005,342,5463,05463.csv,,0.0578764894862572,0.0827621596207595,A,EOL,main,147
impedance,2008-05-11 07:47:30,24,B0005,344,5465,05465.csv,,0.0571136365905529,0.0788997342664049,A,EOL,main,148
impedance,2008-05-11 11:20:49,24,B0005,346,5467,05467.csv,,0.0571060525925708,0.0838933915955351,A,EOL,main,149
impedance,2008-05-11 12:44:40,24,B0005,348,5469,05469.csv,,0.0584106740410329,0.0778794279816579,A,EOL,main,150
impedance,2008-05-11 16:18:00,24,B0005,350,5471,05471.csv,,0.0583244011522277,0.0823356083860003,A,EOL,main,151
impedance,2008-05-11 17:41:53,24,B0005,352,5473,05473.csv,,0.057206589538471,0.0781418167018895,A,EOL,main,152
impedance,2008-05-11 21:15:14,24,B0005,354,5475,05475.csv,,0.0585398872773731,0.0825995740858869,A,EOL,main,153
impedance,2008-05-11 22:38:57,24,B0005,356,5477,05477.csv,,0.0568695950036647,0.0785197111729298,A,EOL,main,154
impedance,2008-05-12 02:05:00,24,B0005,358,5479,05479.csv,,0.0576100022715738,0.0836176940705274,A,EOL,main,155
impedance,2008-05-12 03:28:34,24,B0005,360,5481,05481.csv,,0.0575892775490864,0.0785848385140241,A,EOL,main,156
impedance,2008-05-12 12:24:36,24,B0005,362,5483,05483.csv,,0.0568774408378622,0.0845362995717969,A,EOL,main,157
impedance,2008-05-12 13:48:19,24,B0005,364,5485,05485.csv,,0.058412257957184,0.0781662290360033,A,EOL,main,158
impedance,2008-05-12 19:51:52,24,B0005,367,5488,05488.csv,,0.0589828557974607,0.0784086979147182,A,EOL,main,159
impedance,2008-05-12 23:21:19,24,B0005,369,5490,05490.csv,,0.0601978908480714,0.0837734664524804,A,EOL,main,160
impedance,2008-05-13 00:44:53,24,B0005,371,5492,05492.csv,,0.0584328149625365,0.0787861210634423,A,EOL,main,161
impedance,2008-05-13 04:03:26,24,B0005,373,5494,05494.csv,,0.0598835241626575,0.0836115676360818,A,EOL,main,162
impedance,2008-05-13 05:26:51,24,B0005,375,5496,05496.csv,,0.0608167592956564,0.080383887783223,A,EOL,main,163
impedance,2008-05-13 08:52:05,24,B0005,377,5498,05498.csv,,0.0588751204970558,0.0837056242203838,A,EOL,main,164
impedance,2008-05-13 10:15:02,24,B0005,379,5500,05500.csv,,0.058641305762534,0.0785632759961348,A,EOL,main,165
impedance,2008-05-13 13:48:25,24,B0005,381,5502,05502.csv,,0.0584451859295269,0.0843513765148262,A,EOL,main,166
impedance,2008-05-13 15:11:42,24,B0005,383,5504,05504.csv,,0.0592571128269388,0.0800274325258343,A,EOL,main,167
impedance,2008-05-13 18:32:21,24,B0005,385,5506,05506.csv,,0.0605512105499778,0.0832805147674182,A,EOL,main,168
impedance,2008-05-13 19:55:29,24,B0005,387,5508,05508.csv,,0.0587780177142386,0.0791833754695021,A,EOL,main,169
impedance,2008-05-13 23:27:26,24,B0005,389,5510,05510.csv,,0.0599502558921759,0.0831904359131708,A,EOL,main,170
impedance,2008-05-14 00:50:35,24,B0005,391,5512,05512.csv,,0.0583522776975031,0.0796471041873536,A,EOL,main,171
impedance,2008-05-14 04:23:57,24,B0005,393,5514,05514.csv,,0.0595650130368422,0.0848701138092932,A,EOL,main,172
impedance,2008-05-14 05:46:58,24,B0005,395,5516,05516.csv,,0.0589381873175043,0.0795379206555901,A,EOL,main,173
impedance,2008-05-14 09:20:22,24,B0005,397,5518,05518.csv,,0.05985334901025,0.0847391766373357,A,EOL,main,174
impedance,2008-05-14 10:43:12,24,B0005,399,5520,05520.csv,,0.0584896827626018,0.0796437054686623,A,EOL,main,175
impedance,2008-05-14 14:03:22,24,B0005,401,5522,05522.csv,,0.0587454802930831,0.0871172135034907,A,EOL,main,176
impedance,2008-05-14 15:26:13,24,B0005,403,5524,05524.csv,,0.061340607558881,0.0773366502429688,A,EOL,main,177
impedance,2008-05-14 18:59:38,24,B0005,405,5526,05526.csv,,0.0608376708448938,0.0849090277748801,A,EOL,main,178
impedance,2008-05-14 20:22:30,24,B0005,407,5528,05528.csv,,0.0583427179433439,0.0799424615933393,A,EOL,main,179
impedance,2008-05-14 23:55:55,24,B0005,409,5530,05530.csv,,0.0599376278681594,0.0847995018360561,A,EOL,main,180
impedance,2008-05-15 01:18:37,24,B0005,411,5532,05532.csv,,0.0597953422651675,0.0796468273470384,A,EOL,main,181
impedance,2008-05-15 04:52:04,24,B0005,413,5534,05534.csv,,0.0595958869181685,0.0851877517168028,A,EOL,main,182
impedance,2008-05-15 06:14:38,24,B0005,415,5536,05536.csv,,0.0592039819796605,0.0800718110518393,A,EOL,main,183
impedance,2008-05-15 09:48:03,24,B0005,417,5538,05538.csv,,0.0584007435193973,0.086329382369691,A,EOL,main,184
impedance,2008-05-15 11:10:28,24,B0005,419,5540,05540.csv,,0.0613438943933263,0.0798929054274616,A,EOL,main,185
impedance,2008-05-15 14:38:58,24,B0005,421,5542,05542.csv,,0.0626050644034527,0.0850211189952597,A,EOL,main,186
impedance,2008-05-15 16:01:23,24,B0005,423,5544,05544.csv,,0.0588198618845754,0.0791485479846983,A,EOL,main,187
impedance,2008-05-15 19:24:46,24,B0005,425,5546,05546.csv,,0.0611519539173246,0.0848557762027261,A,EOL,main,188
impedance,2008-05-15 20:47:12,24,B0005,427,5548,05548.csv,,0.0604624618991758,0.0809266835646679,A,EOL,main,189
impedance,2008-05-16 00:09:33,24,B0005,429,5550,05550.csv,,0.0596306011999845,0.0850345675980089,A,EOL,main,190
impedance,2008-05-16 22:28:31,24,B0005,433,5554,05554.csv,,0.0616073856822591,0.080201275049143,A,EOL,main,191
impedance,2008-05-17 02:00:12,24,B0005,435,5556,05556.csv,,0.060986669920577,0.0858397688242258,A,EOL,main,192
impedance,2008-05-17 03:22:47,24,B0005,437,5558,05558.csv,,0.0608027017838498,0.0818525572709485,A,EOL,main,193
impedance,2008-05-17 06:53:18,24,B0005,439,5560,05560.csv,,0.0610042570410988,0.0858843611487287,A,EOL,main,194
impedance,2008-05-17 08:15:45,24,B0005,441,5562,05562.csv,,0.061470756141698,0.0817075215636596,A,EOL,main,195
impedance,2008-05-17 11:49:14,24,B0005,443,5564,05564.csv,,0.0623291478272736,0.0882216113892046,A,EOL,main,196
impedance,2008-05-17 13:11:30,24,B0005,445,5566,05566.csv,,0.0621410395185087,0.0817709914625596,A,EOL,main,197
impedance,2008-05-17 16:43:35,24,B0005,447,5568,05568.csv,,0.0615027627885515,0.0872699062901812,A,EOL,main,198
impedance,2008-05-17 18:05:53,24,B0005,449,5570,05570.csv,,0.0596311497998398,0.0825760057270749,A,EOL,main,199
impedance,2008-05-17 21:38:49,24,B0005,451,5572,05572.csv,,0.0614190799483374,0.0872037829252581,A,EOL,main,200
impedance,2008-05-17 23:00:48,24,B0005,453,5574,05574.csv,,0.0610835125517299,0.0823999475840748,A,EOL,main,201
impedance,2008-05-18 02:33:17,24,B0005,455,5576,05576.csv,,0.0612166514530719,0.0872819262712242,A,EOL,main,202
impedance,2008-05-18 03:55:17,24,B0005,457,5578,05578.csv,,0.0614838739971428,0.0826957971668608,A,EOL,main,203
impedance,2008-05-18 07:28:48,24,B0005,459,5580,05580.csv,,0.062704070176938,0.0867911180985442,A,EOL,main,204
impedance,2008-05-18 08:50:48,24,B0005,461,5582,05582.csv,,0.0617088861822979,0.083291697488554,A,EOL,main,205
impedance,2008-05-18 12:12:46,24,B0005,463,5584,05584.csv,,0.0617261358358741,0.0883779260119075,A,EOL,main,206
impedance,2008-05-18 13:34:37,24,B0005,465,5586,05586.csv,,0.0608888989974135,0.0831103831068501,A,EOL,main,207
impedance,2008-05-18 17:04:27,24,B0005,467,5588,05588.csv,,0.0618522370349969,0.0869792218467831,A,EOL,main,208
impedance,2008-05-18 18:26:10,24,B0005,469,5590,05590.csv,,0.0610674345854302,0.0837543520358781,A,EOL,main,209
impedance,2008-05-18 21:59:40,24,B0005,471,5592,05592.csv,,0.0631035810265918,0.088522345692425,A,EOL,main,210
impedance,2008-05-18 23:21:28,24,B0005,473,5594,05594.csv,,0.0608444500468935,0.0830822553741714,A,EOL,main,211
impedance,2008-05-19 02:55:02,24,B0005,475,5596,05596.csv,,0.0622874606045726,0.0892308757094791,A,EOL,main,212
impedance,2008-05-19 04:16:50,24,B0005,477,5598,05598.csv,,0.0635159491606317,0.0841181643319845,A,EOL,main,213
impedance,2008-05-19 07:49:12,24,B0005,479,5600,05600.csv,,0.0627054989316699,0.0883872445764871,A,EOL,main,214
impedance,2008-05-20 02:06:32,24,B0005,485,5606,05606.csv,,0.056098763360757,0.0751803131352498,A,EOL,main,215
impedance,2008-05-20 05:40:03,24,B0005,487,5608,05608.csv,,0.0532863816225583,0.0815685656842147,A,EOL,main,216
impedance,2008-05-20 07:01:47,24,B0005,489,5610,05610.csv,,0.0543877753861583,0.0760419231865449,A,EOL,main,217
impedance,2008-05-20 10:35:19,24,B0005,491,5612,05612.csv,,0.0529314747404537,0.0827569341149588,A,EOL,main,218
impedance,2008-05-20 11:56:55,24,B0005,493,5614,05614.csv,,0.0544764766226083,0.076731405470294,A,EOL,main,219
impedance,2008-05-20 15:25:23,24,B0005,495,5616,05616.csv,,0.0558892929774587,0.0822632105400608,A,EOL,main,220
