battery_id,group,discharge_cycle_valid,SOH_relative,ambient_temperature,RUL,Re_mean,Rct_mean
B0005,A,142.0,72.96,24,0.0,0.054244654752636096,0.0773395586424507
B0005,A,143.0,72.95,24,0.0,0.054244654752636096,0.0773395586424507
B0005,A,144.0,72.68,24,0.0,0.054244654752636096,0.0773395586424507
B0005,A,145.0,72.39,24,0.0,0.054244654752636096,0.0773395586424507
B0005,A,146.0,72.09,24,0.0,0.054244654752636096,0.0773395586424507
B0005,A,147.0,71.82,24,0.0,0.054244654752636096,0.0773395586424507
B0005,A,148.0,71.84,24,0.0,0.054244654752636096,0.0773395586424507
B0005,A,149.0,71.83,24,0.0,0.054244654752636096,0.0773395586424507
B0005,A,150.0,72.13,24,0.0,0.054244654752636096,0.0773395586424507
B0005,A,151.0,74.11,24,0.0,0.054244654752636096,0.0773395586424507
B0005,A,152.0,72.99,24,0.0,0.054244654752636096,0.0773395586424507
B0005,A,153.0,72.41,24,0.0,0.054244654752636096,0.0773395586424507
B0005,A,154.0,72.12,24,0.0,0.054244654752636096,0.0773395586424507
B0005,A,155.0,71.85,24,0.0,0.054244654752636096,0.0773395586424507
B0005,A,156.0,71.57,24,0.0,0.054244654752636096,0.0773395586424507
B0005,A,157.0,71.55,24,0.0,0.054244654752636096,0.0773395586424507
B0005,A,158.0,71.26,24,0.0,0.054244654752636096,0.0773395586424507
B0005,A,159.0,71.0,24,0.0,0.054244654752636096,0.0773395586424507
B0005,A,160.0,71.01,24,0.0,0.054244654752636096,0.0773395586424507
B0005,A,161.0,71.02,24,0.0,0.054244654752636096,0.0773395586424507
B0005,A,162.0,70.72,24,0.0,0.054244654752636096,0.0773395586424507
B0005,A,163.0,70.73,24,0.0,0.054244654752636096,0.0773395586424507
B0005,A,164.0,70.48,24,0.0,0.054244654752636096,0.0773395586424507
B0005,A,165.0,70.18,24,0.0,0.054244654752636096,0.0773395586424507
B0005,A,166.0,70.15,24,0.0,0.054244654752636096,0.0773395586424507
B0005,A,167.0,71.32,24,0.0,0.054244654752636096,0.0773395586424507
B0005,A,168.0,72.2,24,0.0,0.054244654752636096,0.0773395586424507
B0006,A,1.0,101.09,24,108.0,0.07005150778748173,0.09302025322411923
B0006,A,2.0,100.59,24,107.0,0.07005150778748173,0.09302025322411923
B0006,A,3.0,100.0,24,106.0,0.07005150778748173,0.09302025322411923
B0006,A,4.0,100.0,24,105.0,0.07005150778748173,0.09302025322411923
B0006,A,5.0,99.36,24,104.0,0.07005150778748173,0.09302025322411923
B0006,A,6.0,100.03,24,103.0,0.07005150778748173,0.09302025322411923
B0006,A,7.0,99.99,24,102.0,0.07005150778748173,0.09302025322411923
B0006,A,8.0,97.79,24,101.0,0.07005150778748173,0.09302025322411923
B0006,A,9.0,97.76,24,100.0,0.07005150778748173,0.09302025322411923
B0006,A,10.0,97.21,24,99.0,0.07005150778748173,0.09302025322411923
B0006,A,11.0,96.64,24,98.0,0.07005150778748173,0.09302025322411923
B0006,A,12.0,96.1,24,97.0,0.07005150778748173,0.09302025322411923
B0006,A,13.0,95.53,24,96.0,0.07005150778748173,0.09302025322411923
B0006,A,14.0,94.96,24,95.0,0.07005150778748173,0.09302025322411923
B0006,A,15.0,94.42,24,94.0,0.07005150778748173,0.09302025322411923
B0006,A,16.0,93.83,24,93.0,0.07005150778748173,0.09302025322411923
B0006,A,17.0,93.29,24,92.0,0.07005150778748173,0.09302025322411923
B0006,A,18.0,92.76,24,91.0,0.07005150778748173,0.09302025322411923
B0006,A,19.0,92.76,24,90.0,0.07005150778748173,0.09302025322411923
B0006,A,20.0,98.33,24,89.0,0.07005150778748173,0.09302025322411923
B0006,A,21.0,97.23,24,88.0,0.07005150778748173,0.09302025322411923
B0006,A,22.0,96.65,24,87.0,0.07005150778748173,0.09302025322411923
B0006,A,23.0,95.58,24,86.0,0.07005150778748173,0.09302025322411923
B0006,A,24.0,96.66,24,85.0,0.07005150778748173,0.09302025322411923
B0006,A,25.0,94.44,24,84.0,0.07005150778748173,0.09302025322411923
B0006,A,26.0,93.31,24,83.0,0.07005150778748173,0.09302025322411923
B0006,A,27.0,92.8,24,82.0,0.07005150778748173,0.09302025322411923
B0006,A,28.0,92.19,24,81.0,0.07005150778748173,0.09302025322411923
B0006,A,29.0,91.65,24,80.0,0.07005150778748173,0.09302025322411923
B0006,A,30.0,92.25,24,79.0,0.07005150778748173,0.09302025322411923
B0006,A,31.0,95.6,24,78.0,0.07005150778748173,0.09302025322411923
B0006,A,32.0,93.49,24,77.0,0.07005150778748173,0.09302025322411923
B0006,A,33.0,92.15,24,76.0,0.07005150778748173,0.09302025322411923
B0006,A,34.0,91.35,24,75.0,0.07005150778748173,0.09302025322411923
B0006,A,35.0,90.33,24,74.0,0.07005150778748173,0.09302025322411923
B0006,A,36.0,90.07,24,73.0,0.07005150778748173,0.09302025322411923
B0006,A,37.0,89.26,24,72.0,0.07005150778748173,0.09302025322411923
B0006,A,38.0,88.46,24,71.0,0.07005150778748173,0.09302025322411923
B0006,A,39.0,87.96,24,70.0,0.07005150778748173,0.09302025322411923
B0006,A,40.0,87.44,24,69.0,0.07005150778748173,0.09302025322411923
B0006,A,41.0,86.94,24,68.0,0.07005150778748173,0.09302025322411923
B0006,A,42.0,86.4,24,67.0,0.07005150778748173,0.09302025322411923
B0006,A,43.0,87.15,24,66.0,0.07005150778748173,0.09302025322411923
B0006,A,44.0,87.71,24,65.0,0.07005150778748173,0.09302025322411923
B0006,A,45.0,86.12,24,64.0,0.07005150778748173,0.09302025322411923
B0006,A,46.0,85.1,24,63.0,0.07005150778748173,0.09302025322411923
B0006,A,47.0,84.56,24,62.0,0.07005150778748173,0.09302025322411923
B0006,A,48.0,90.58,24,61.0,0.07005150778748173,0.09302025322411923
B0006,A,49.0,89.81,24,60.0,0.07005150778748173,0.09302025322411923
B0006,A,50.0,88.2,24,59.0,0.07005150778748173,0.09302025322411923
B0006,A,51.0,86.66,24,58.0,0.07005150778748173,0.09302025322411923
B0006,A,52.0,85.89,24,57.0,0.07005150778748173,0.09302025322411923
B0006,A,53.0,84.84,24,56.0,0.07005150778748173,0.09302025322411923
B0006,A,54.0,84.32,24,55.0,0.07005150778748173,0.09302025322411923
B0006,A,55.0,83.55,24,54.0,0.07005150778748173,0.09302025322411923
B0006,A,56.0,83.02,24,53.0,0.07005150778748173,0.09302025322411923
B0006,A,57.0,82.49,24,52.0,0.07005150778748173,0.09302025322411923
B0006,A,58.0,82.01,24,51.0,0.07005150778748173,0.09302025322411923
B0006,A,59.0,81.46,24,50.0,0.07005150778748173,0.09302025322411923
B0006,A,60.0,80.92,24,49.0,0.07005150778748173,0.09302025322411923
B0006,A,61.0,79.91,24,48.0,0.07005150778748173,0.09302025322411923
B0006,A,62.0,79.65,24,47.0,0.07005150778748173,0.09302025322411923
B0006,A,63.0,79.42,24,46.0,0.07005150778748173,0.09302025322411923
B0006,A,64.0,78.86,24,45.0,0.07005150778748173,0.09302025322411923
B0006,A,65.0,78.62,24,44.0,0.07005150778748173,0.09302025322411923
B0006,A,66.0,77.84,24,43.0,0.07005150778748173,0.09302025322411923
B0006,A,67.0,77.55,24,42.0,0.07005150778748173,0.09302025322411923
B0006,A,68.0,77.05,24,41.0,0.07005150778748173,0.09302025322411923
B0006,A,69.0,76.52,24,40.0,0.07005150778748173,0.09302025322411923
B0006,A,70.0,75.76,24,39.0,0.07005150778748173,0.09302025322411923
B0006,A,71.0,76.0,24,38.0,0.07005150778748173,0.09302025322411923
B0006,A,72.0,75.73,24,37.0,0.07005150778748173,0.09302025322411923
B0006,A,73.0,75.23,24,36.0,0.07005150778748173,0.09302025322411923
B0006,A,74.0,74.97,24,35.0,0.07005150778748173,0.09302025322411923
B0006,A,75.0,74.7,24,34.0,0.07005150778748173,0.09302025322411923
B0006,A,76.0,74.18,24,33.0,0.07005150778748173,0.09302025322411923
B0006,A,77.0,73.89,24,32.0,0.07005150778748173,0.09302025322411923
B0006,A,78.0,76.01,24,31.0,0.07005150778748173,0.09302025322411923
B0006,A,79.0,74.71,24,30.0,0.07005150778748173,0.09302025322411923
B0006,A,80.0,73.95,24,29.0,0.07005150778748173,0.09302025322411923
B0006,A,81.0,73.42,24,28.0,0.07005150778748173,0.09302025322411923
B0006,A,82.0,73.43,24,27.0,0.07005150778748173,0.09302025322411923
B0006,A,83.0,73.17,24,26.0,0.07005150778748173,0.09302025322411923
B0006,A,84.0,72.89,24,25.0,0.07005150778748173,0.09302025322411923
B0006,A,85.0,72.1,24,24.0,0.07005150778748173,0.09302025322411923
B0006,A,86.0,72.12,24,23.0,0.07005150778748173,0.09302025322411923
B0006,A,87.0,71.88,24,22.0,0.07005150778748173,0.09302025322411923
B0006,A,88.0,71.86,24,21.0,0.07005150778748173,0.09302025322411923
B0006,A,89.0,71.61,24,20.0,0.07005150778748173,0.09302025322411923
B0006,A,90.0,79.15,24,19.0,0.07005150778748173,0.09302025322411923
B0006,A,91.0,76.81,24,18.0,0.07005150778748173,0.09302025322411923
B0006,A,92.0,75.23,24,17.0,0.07005150778748173,0.09302025322411923
B0006,A,93.0,74.45,24,16.0,0.07005150778748173,0.09302025322411923
B0006,A,94.0,73.66,24,15.0,0.07005150778748173,0.09302025322411923
B0006,A,95.0,73.16,24,14.0,0.07005150778748173,0.09302025322411923
B0006,A,96.0,72.65,24,13.0,0.07005150778748173,0.09302025322411923
B0006,A,97.0,72.11,24,12.0,0.07005150778748173,0.09302025322411923
B0006,A,98.0,71.86,24,11.0,0.07005150778748173,0.09302025322411923
B0006,A,99.0,71.59,24,10.0,0.07005150778748173,0.09302025322411923
B0006,A,100.0,71.09,24,9.0,0.07005150778748173,0.09302025322411923
B0006,A,101.0,70.83,24,8.0,0.07005150778748173,0.09302025322411923
B0006,A,102.0,70.55,24,7.0,0.07005150778748173,0.09302025322411923
B0006,A,103.0,70.56,24,6.0,0.07005150778748173,0.09302025322411923
B0006,A,104.0,72.13,24,5.0,0.07005150778748173,0.09302025322411923
B0006,A,105.0,71.1,24,4.0,0.07005150778748173,0.09302025322411923
B0006,A,106.0,70.28,24,3.0,0.07005150778748173,0.09302025322411923
B0006,A,107.0,70.02,24,2.0,0.07005150778748173,0.09302025322411923
B0006,A,108.0,69.78,24,1.0,0.07005150778748173,0.09302025322411923
B0006,A,109.0,69.3,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,110.0,69.27,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,111.0,69.01,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,112.0,68.73,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,113.0,68.23,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,114.0,68.47,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,115.0,68.23,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,116.0,67.96,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,117.0,67.71,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,118.0,67.46,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,119.0,67.22,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,120.0,68.75,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,121.0,69.79,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,122.0,68.48,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,123.0,67.96,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,124.0,67.42,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,125.0,67.18,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,126.0,66.92,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,127.0,66.41,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,128.0,66.12,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,129.0,65.86,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,130.0,65.64,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,131.0,65.62,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,132.0,65.35,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,133.0,65.61,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,134.0,66.93,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,135.0,65.86,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,136.0,65.07,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,137.0,64.83,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,138.0,64.59,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,139.0,64.58,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,140.0,64.05,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,141.0,63.54,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,142.0,63.54,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,143.0,63.28,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,144.0,63.28,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,145.0,62.77,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,146.0,62.49,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,147.0,62.25,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,148.0,62.25,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,149.0,61.99,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,150.0,62.26,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,151.0,64.06,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,152.0,62.76,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,153.0,61.99,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,154.0,61.2,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,155.0,60.95,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,156.0,60.68,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,157.0,60.15,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,158.0,59.88,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,159.0,59.65,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,160.0,59.14,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,161.0,58.87,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,162.0,58.59,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,163.0,58.34,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,164.0,57.31,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,165.0,57.83,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,166.0,57.56,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,167.0,58.36,24,0.0,0.07005150778748173,0.09302025322411923
B0006,A,168.0,58.89,24,0.0,0.07005150778748173,0.09302025322411923
B0018,A,1.0,100.84,24,96.0,0.06297577669058979,0.08908996548974189
B0018,A,2.0,100.2,24,95.0,0.06297577669058979,0.08908996548974189
B0018,A,3.0,100.0,24,94.0,0.06297577669058979,0.08908996548974189
B0018,A,4.0,99.51,24,93.0,0.06297577669058979,0.08908996548974189
B0018,A,5.0,99.62,24,92.0,0.06297577669058979,0.08908996548974189
B0018,A,6.0,99.4,24,91.0,0.06297577669058979,0.08908996548974189
B0018,A,7.0,99.0,24,90.0,0.06297577669058979,0.08908996548974189
B0018,A,8.0,98.67,24,89.0,0.06297577669058979,0.08908996548974189
B0018,A,9.0,98.08,24,88.0,0.06297577669058979,0.08908996548974189
B0018,A,10.0,99.1,24,87.0,0.06297577669058979,0.08908996548974189
B0018,A,11.0,98.51,24,86.0,0.06297577669058979,0.08908996548974189
B0018,A,12.0,98.1,24,85.0,0.06297577669058979,0.08908996548974189
B0018,A,13.0,97.35,24,84.0,0.06297577669058979,0.08908996548974189
B0018,A,14.0,96.95,24,83.0,0.06297577669058979,0.08908996548974189
B0018,A,15.0,96.81,24,82.0,0.06297577669058979,0.08908996548974189
B0018,A,16.0,96.28,24,81.0,0.06297577669058979,0.08908996548974189
B0018,A,17.0,96.14,24,80.0,0.06297577669058979,0.08908996548974189
B0018,A,18.0,95.33,24,79.0,0.06297577669058979,0.08908996548974189
B0018,A,19.0,94.92,24,78.0,0.06297577669058979,0.08908996548974189
B0018,A,20.0,94.46,24,77.0,0.06297577669058979,0.08908996548974189
B0018,A,21.0,94.12,24,76.0,0.06297577669058979,0.08908996548974189
B0018,A,22.0,92.88,24,75.0,0.06297577669058979,0.08908996548974189
B0018,A,23.0,93.03,24,74.0,0.06297577669058979,0.08908996548974189
B0018,A,24.0,92.82,24,73.0,0.06297577669058979,0.08908996548974189
B0018,A,25.0,95.09,24,72.0,0.06297577669058979,0.08908996548974189
B0018,A,26.0,94.19,24,71.0,0.06297577669058979,0.08908996548974189
B0018,A,27.0,93.62,24,70.0,0.06297577669058979,0.08908996548974189
B0018,A,28.0,93.06,24,69.0,0.06297577669058979,0.08908996548974189
B0018,A,29.0,92.37,24,68.0,0.06297577669058979,0.08908996548974189
