uid,battery_id,group,discharge_cycle_raw,Capacity,SOH_nominal,SOH_relative,eol_cycle,RUL,analysis_role,end_reason,ambient_temperature,start_time,mean_voltage,mean_current,mean_temp,Rct,init_cap,init_soh
5202,B0005,A,30,1.804077040117352,90.2,98.3,125.0,95.0,main,EOL,24,2008-04-21 02:15:02,3.559140710685566,-1.913062163863896,31.603485399391182,0.0677943469911627,1.835349194223408,92.82
5206,B0005,A,31,1.8518025516704488,92.59,100.9,125.0,94.0,main,EOL,24,2008-04-22 15:33:49,3.5573161327793144,-1.9206181171184122,31.91556385491565,0.0704108330775636,1.835349194223408,92.82
5210,B0005,A,32,1.8307038456739428,91.54,99.75,125.0,93.0,main,EOL,24,2008-04-22 20:26:18,3.5618707827727376,-1.9298830859597569,32.081128118597164,0.0699377430233672,1.835349194223408,92.82
5214,B0005,A,33,1.8199041089501269,91.0,99.16,125.0,92.0,main,EOL,24,2008-04-23 01:18:11,3.5617586337260088,-1.9293005284805402,31.84979263289625,0.0695041754421432,1.835349194223408,92.82
5218,B0005,A,34,1.809307963702852,90.47,98.58,125.0,91.0,main,EOL,24,2008-04-23 06:18:19,3.5597307651083123,-1.9233309877703135,31.465690433362017,0.069661211991841,1.835349194223408,92.82
5222,B0005,A,35,1.80460990458052,90.23,98.33,125.0,90.0,main,EOL,24,2008-04-23 11:08:00,3.5575937553540915,-1.9284469980320087,31.409348956650316,0.0711294674960708,1.835349194223408,92.82
5226,B0005,A,36,1.7993770651972192,89.97,98.04,125.0,89.0,main,EOL,24,2008-04-23 16:06:25,3.5597237883937995,-1.9231439161693828,31.902247475518077,0.0716707961231252,1.835349194223408,92.82
5230,B0005,A,37,1.7884432335370462,89.42,97.44,125.0,88.0,main,EOL,24,2008-04-23 21:02:58,3.559061771422033,-1.9170149640438081,31.649024294808623,0.0697669618355563,1.835349194223408,92.82
5234,B0005,A,38,1.7829230484252725,89.15,97.14,125.0,87.0,main,EOL,24,2008-04-24 01:51:33,3.557015527748059,-1.922048805055383,31.48874626238971,0.0719248993978976,1.835349194223408,92.82
5238,B0005,A,39,1.7730337158018288,88.65,96.6,125.0,86.0,main,EOL,24,2008-04-24 06:50:00,3.5562481933590964,-1.9162302821549881,31.329995610092634,0.0719378705603448,1.835349194223408,92.82
5242,B0005,A,40,1.773037755078937,88.65,96.6,125.0,85.0,main,EOL,24,2008-04-24 11:49:24,3.553275652609179,-1.9220800182578983,31.569551201845574,0.0703395836124857,1.835349194223408,92.82
5246,B0005,A,41,1.7678721106662054,88.39,96.32,125.0,84.0,main,EOL,24,2008-04-24 16:45:56,3.556266431640255,-1.9162417890311962,32.111426258867944,0.0697381270154479,1.835349194223408,92.82
5250,B0005,A,42,1.762315070409309,88.12,96.02,125.0,83.0,main,EOL,24,2008-04-24 21:38:11,3.5563095420140822,-1.9158809823517762,32.271676011112376,0.0701251142477667,1.835349194223408,92.82
5254,B0005,A,43,1.7676172924938447,88.38,96.31,125.0,82.0,main,EOL,24,2008-04-25 12:03:44,3.558950851054106,-1.9114406265753041,31.842291659678658,0.0677220781982593,1.835349194223408,92.82
5256,B0005,A,44,1.762668359743147,88.13,96.04,125.0,81.0,main,EOL,24,2008-04-25 20:03:55,3.5534418211598053,-1.9158166997544155,31.759815453754253,0.0677220781982593,1.835349194223408,92.82
5260,B0005,A,45,1.7517304870664143,87.59,95.44,125.0,80.0,main,EOL,24,2008-04-26 01:04:35,3.5510121537420285,-1.9151304155635374,31.41911167391793,0.073180098911682,1.835349194223408,92.82
5264,B0005,A,46,1.7418496047960008,87.09,94.91,125.0,79.0,main,EOL,24,2008-04-26 05:57:35,3.551317608213948,-1.9148485784393636,31.331626572312267,0.0716524732655295,1.835349194223408,92.82
5268,B0005,A,47,1.7360913511847138,86.8,94.59,125.0,78.0,main,EOL,24,2008-04-26 10:58:25,3.549003180550162,-1.9144128654409127,31.359341314251374,0.0724998374901,1.835349194223408,92.82
5270,B0005,A,48,1.7936240148573608,89.68,97.73,125.0,77.0,main,EOL,24,2008-04-29 12:15:56,3.559764834095517,-1.9388813849818083,34.31088483888259,0.0679599018011362,1.835349194223408,92.82
5274,B0005,A,49,1.7831890223273277,89.16,97.16,125.0,76.0,main,EOL,24,2008-04-29 17:05:27,3.5623454342368555,-1.927509725704535,33.43585640373787,0.0701407541984291,1.835349194223408,92.82
5278,B0005,A,50,1.7673642076278957,88.37,96.3,125.0,75.0,main,EOL,24,2008-04-29 22:00:04,3.558336657621618,-1.9267185977839403,32.66698125020078,0.0711299384497784,1.835349194223408,92.82
5282,B0005,A,51,1.7570177850353066,87.85,95.73,125.0,74.0,main,EOL,24,2008-04-30 02:43:55,3.554013138622869,-1.9261308349663748,32.284234086913976,0.0719830276512561,1.835349194223408,92.82
5286,B0005,A,52,1.7468706179837907,87.34,95.18,125.0,73.0,main,EOL,24,2008-04-30 07:41:42,3.552376095886298,-1.9202346781375208,32.00739178780946,0.0714637439793728,1.835349194223408,92.82
5290,B0005,A,53,1.7417172507457144,87.09,94.9,125.0,72.0,main,EOL,24,2008-04-30 12:28:49,3.549618661283733,-1.9201011498853633,32.063870718860564,0.0708870426164587,1.835349194223408,92.82
5294,B0005,A,54,1.7364225056478186,86.82,94.61,125.0,71.0,main,EOL,24,2008-04-30 17:20:16,3.54938103086703,-1.914427810545647,32.43754560319043,0.0717816850521735,1.835349194223408,92.82
5298,B0005,A,55,1.7263217239235826,86.32,94.06,125.0,70.0,main,EOL,24,2008-04-30 22:14:54,3.5472118680418956,-1.908340706503589,32.16809876635083,0.0718319241428618,1.835349194223408,92.82
5302,B0005,A,56,1.7158065389330133,85.79,93.49,125.0,69.0,main,EOL,24,2008-05-01 03:15:33,3.5467052098640246,-1.902207182631691,32.05752645824972,0.0713902715439566,1.835349194223408,92.82
5306,B0005,A,57,1.710533351135192,85.53,93.2,125.0,68.0,main,EOL,24,2008-05-01 08:16:03,3.544629653883431,-1.9020484449938708,31.97592092807272,0.0724518691988788,1.835349194223408,92.82
5310,B0005,A,58,1.706014499648521,85.3,92.95,125.0,67.0,main,EOL,24,2008-05-01 13:14:24,3.5436291614253195,-1.896490767906236,32.21689335291319,0.073040250995097,1.835349194223408,92.82
5314,B0005,A,59,1.7003110272642588,85.02,92.64,125.0,66.0,main,EOL,24,2008-05-01 18:11:10,3.5444946147995253,-1.895971437908019,32.55632993697177,0.07251082944035,1.835349194223408,92.82
5318,B0005,A,60,1.6945798601797897,84.73,92.33,125.0,65.0,main,EOL,24,2008-05-01 23:10:15,3.5409201846556857,-1.8899648799839273,32.40048085325998,0.0720176209117095,1.835349194223408,92.82
5322,B0005,A,61,1.6849029086609286,84.25,91.8,125.0,64.0,main,EOL,24,2008-05-02 03:53:34,3.541195668799061,-1.8893703824420507,32.29371860868794,0.0731699361800272,1.835349194223408,92.82
5326,B0005,A,62,1.6744741591159715,83.72,91.23,125.0,63.0,main,EOL,24,2008-05-02 08:44:40,3.540671044783382,-1.877688324343142,32.13607144806779,0.0727712073374357,1.835349194223408,92.82
5330,B0005,A,63,1.6745692479879102,83.73,91.24,125.0,62.0,main,EOL,24,2008-05-02 13:43:05,3.5376048790268775,-1.8831065986697755,32.38268549723498,0.0727086679457494,1.835349194223408,92.82
5334,B0005,A,64,1.663716375981405,83.19,90.65,125.0,61.0,main,EOL,24,2008-05-02 19:07:48,3.538422485261741,-1.876359921441716,32.308999514276366,0.0730104108966134,1.835349194223408,92.82
5336,B0005,A,65,1.659013868748246,82.95,90.39,125.0,60.0,main,EOL,24,2008-05-02 23:24:17,3.53928626988912,-1.8709550260104437,32.56636929496716,0.0693303248319639,1.835349194223408,92.82
5340,B0005,A,66,1.6538540573335014,82.69,90.11,125.0,59.0,main,EOL,24,2008-05-03 04:13:08,3.533690170241391,-1.870559986828954,32.465429517518345,0.073436503616202,1.835349194223408,92.82
5344,B0005,A,67,1.642653782130131,82.13,89.5,125.0,58.0,main,EOL,24,2008-05-03 09:10:19,3.534367734544494,-1.8640049795794804,32.347056454418095,0.0732133898164959,1.835349194223408,92.82
5348,B0005,A,68,1.6378578430223698,81.89,89.24,125.0,57.0,main,EOL,24,2008-05-03 14:04:34,3.5312941932103548,-1.8636932149873204,32.371538940646154,0.074596186052064,1.835349194223408,92.82
5352,B0005,A,69,1.6327350407099108,81.64,88.96,125.0,56.0,main,EOL,24,2008-05-03 18:58:13,3.5309134771684274,-1.8578203963019067,32.45549347979197,0.0745830977634214,1.835349194223408,92.82
5356,B0005,A,70,1.6277528915533617,81.39,88.69,125.0,55.0,main,EOL,24,2008-05-03 23:42:30,3.5287226893409898,-1.8572160981955346,32.50017194695606,0.0736638387977965,1.835349194223408,92.82
5360,B0005,A,71,1.622125485521159,81.11,88.38,125.0,54.0,main,EOL,24,2008-05-04 04:41:40,3.52625493581969,-1.8568340008006832,32.50100298369444,0.0737188582159762,1.835349194223408,92.82
5364,B0005,A,72,1.6113256603765849,80.57,87.79,125.0,53.0,main,EOL,24,2008-05-04 09:40:11,3.528684324337005,-1.844888650021881,32.4728927422438,0.0746561776087558,1.835349194223408,92.82
5368,B0005,A,73,1.6065631397488385,80.33,87.53,125.0,52.0,main,EOL,24,2008-05-04 14:38:13,3.525556939424901,-1.8444180038305806,32.50480154634882,0.0735542582193973,1.835349194223408,92.82
5372,B0005,A,74,1.6015142233917594,80.08,87.26,125.0,51.0,main,EOL,24,2008-05-04 19:37:07,3.522680564679373,-1.8438790389835118,32.51218336210202,0.0746229428074614,1.835349194223408,92.82
5376,B0005,A,75,1.590369231400328,79.52,86.65,125.0,50.0,main,EOL,24,2008-05-05 00:35:53,3.524673458789008,-1.83711254029409,32.45692821941515,0.0736039114233682,1.835349194223408,92.82
5380,B0005,A,76,1.5857889968242211,79.29,86.4,125.0,49.0,main,EOL,24,2008-05-05 05:28:13,3.5213155754526824,-1.8315957075983758,32.447059186431154,0.074642062777058,1.835349194223408,92.82
5384,B0005,A,77,1.5849430707374117,79.25,86.36,125.0,48.0,main,EOL,24,2008-05-05 11:41:31,3.5180338648646203,-1.8311195242792309,32.328896549662595,0.0754771092928152,1.835349194223408,92.82
5386,B0005,A,78,1.5955263892495937,79.78,86.93,125.0,47.0,main,EOL,24,2008-05-05 20:40:08,3.5236841955396794,-1.8432799764914718,32.844884753601065,0.0746459936002273,1.835349194223408,92.82
5390,B0005,A,79,1.5747301747801037,78.74,85.8,125.0,46.0,main,EOL,24,2008-05-06 01:38:46,3.519146638240668,-1.829798505957538,32.31731555011648,0.0793440364411719,1.835349194223408,92.82
5394,B0005,A,80,1.5649019950937946,78.25,85.26,125.0,45.0,main,EOL,24,2008-05-06 06:37:06,3.516233648608237,-1.8236746835609148,32.06376130177751,0.0800235935822896,1.835349194223408,92.82
5398,B0005,A,81,1.5597659473370362,77.99,84.98,125.0,44.0,main,EOL,24,2008-05-06 11:25:21,3.514773138461639,-1.8176720770210877,32.21997626855924,0.0804500816192199,1.835349194223408,92.82
5402,B0005,A,82,1.5594815668184234,77.97,84.97,125.0,43.0,main,EOL,24,2008-05-06 16:23:36,3.5132992979150073,-1.8179238657973993,32.7120225448885,0.0809952791439065,1.835349194223408,92.82
5406,B0005,A,83,1.55468935359061,77.73,84.71,125.0,42.0,main,EOL,24,2008-05-06 21:21:49,3.514484830704665,-1.8171606739096455,32.94502214735569,0.0790061137619081,1.835349194223408,92.82
5410,B0005,A,84,1.5488741079890418,77.44,84.39,125.0,41.0,main,EOL,24,2008-05-07 02:17:25,3.5109677353595243,-1.8110297241968543,32.857549597381336,0.0818149196701257,1.835349194223408,92.82
5414,B0005,A,85,1.538236598942558,76.91,83.81,125.0,40.0,main,EOL,24,2008-05-07 07:04:02,3.5109358749578012,-1.8094435644526072,32.629663328789654,0.0808669662369406,1.835349194223408,92.82
5418,B0005,A,86,1.527914258251028,76.4,83.25,125.0,39.0,main,EOL,24,2008-05-07 12:01:49,3.5093930982174153,-1.802653733144349,32.379859014262976,0.0825010076441602,1.835349194223408,92.82
5422,B0005,A,87,1.5285252629756445,76.43,83.28,125.0,38.0,main,EOL,24,2008-05-07 16:59:29,3.5066782411556563,-1.8031542757366414,32.68215852457038,0.0817505708315127,1.835349194223408,92.82
5426,B0005,A,88,1.522647325284378,76.13,82.96,125.0,37.0,main,EOL,24,2008-05-07 21:56:09,3.5109885623008097,-1.7965666438696486,32.99387423636739,0.0826941645735358,1.835349194223408,92.82
5430,B0005,A,89,1.5174859938489869,75.87,82.68,125.0,36.0,main,EOL,24,2008-05-08 02:53:49,3.510305462695178,-1.7959771394311954,33.045397072111655,0.082272625759776,1.835349194223408,92.82
5433,B0005,A,90,1.605818899130659,80.29,87.49,125.0,35.0,main,EOL,24,2008-05-09 12:25:07,3.5222215314850214,-1.8229169917572352,32.856295641052824,0.0829157329641766,1.835349194223408,92.82
5436,B0005,A,91,1.5638491446744425,78.19,85.21,125.0,34.0,main,EOL,24,2008-05-09 20:28:09,3.516349215433127,-1.8294275689587538,33.33950238056361,0.0751897173316691,1.835349194223408,92.82
5440,B0005,A,92,1.5480915247767786,77.4,84.35,125.0,33.0,main,EOL,24,2008-05-10 01:21:56,3.5134397623234963,-1.816317296828028,33.35156485472646,0.0809967398338894,1.835349194223408,92.82
5444,B0005,A,93,1.5323755631868592,76.62,83.49,125.0,32.0,main,EOL,24,2008-05-10 06:18:12,3.5151375220090753,-1.8033689952639715,33.147486361012966,0.080792347724638,1.835349194223408,92.82
5448,B0005,A,94,1.5269528268489705,76.35,83.2,125.0,31.0,main,EOL,24,2008-05-10 11:16:04,3.50830390643132,-1.8026707531194943,33.007275861749356,0.0816166339541188,1.835349194223408,92.82
5452,B0005,A,95,1.5169573017136326,75.85,82.65,125.0,30.0,main,EOL,24,2008-05-10 16:11:56,3.509190808443004,-1.7958941337499832,32.91990812745461,0.0820304274361046,1.835349194223408,92.82
5456,B0005,A,96,1.511897596014269,75.59,82.38,125.0,29.0,main,EOL,24,2008-05-10 21:07:54,3.5068097579555353,-1.7953449635277947,32.99903328622305,0.0843093490529676,1.835349194223408,92.82
5460,B0005,A,97,1.5065638960681105,75.33,82.09,125.0,28.0,main,EOL,24,2008-05-11 02:05:21,3.50609090727422,-1.7893518988259454,33.03772281691292,0.081280778737871,1.835349194223408,92.82
5464,B0005,A,98,1.5015453526671363,75.08,81.81,125.0,27.0,main,EOL,24,2008-05-11 06:55:27,3.5037157727265953,-1.7883879159763683,33.07740307192613,0.0827621596207595,1.835349194223408,92.82
5468,B0005,A,99,1.4908444050400238,74.54,81.23,125.0,26.0,main,EOL,24,2008-05-11 11:52:47,3.5067479961367156,-1.7815447770741009,33.054679815239886,0.0838933915955351,1.835349194223408,92.82
5472,B0005,A,100,1.485868384561201,74.29,80.96,125.0,25.0,main,EOL,24,2008-05-11 16:49:58,3.5058813026542324,-1.7753115642966961,33.11570360624461,0.0823356083860003,1.835349194223408,92.82
5476,B0005,A,101,1.480413677976106,74.02,80.66,125.0,24.0,main,EOL,24,2008-05-11 21:47:12,3.504168333530808,-1.7742377662318363,33.12942148982364,0.0825995740858869,1.835349194223408,92.82
5480,B0005,A,102,1.4752095869031632,73.76,80.38,125.0,23.0,main,EOL,24,2008-05-12 02:36:58,3.5030568931470634,-1.773860289771637,33.13068131049335,0.0836176940705274,1.835349194223408,92.82
5484,B0005,A,103,1.4859035988304024,74.3,80.96,125.0,22.0,main,EOL,24,2008-05-12 12:56:34,3.4982324882487936,-1.780970241981452,33.200692103297186,0.0845362995717969,1.835349194223408,92.82
5487,B0005,A,104,1.4960918298136696,74.8,81.52,125.0,21.0,main,EOL,24,2008-05-12 18:59:59,3.5065859365661325,-1.7879098523188452,33.78697527817091,0.0784086979147182,1.835349194223408,92.82
5491,B0005,A,105,1.4808005946928984,74.04,80.68,125.0,20.0,main,EOL,24,2008-05-12 23:53:17,3.5014571406979607,-1.780229415660985,33.673365085761986,0.0837734664524804,1.835349194223408,92.82
5495,B0005,A,106,1.4697543268466824,73.49,80.08,125.0,19.0,main,EOL,24,2008-05-13 04:35:25,3.5016583871628097,-1.773101516889421,33.535818118317145,0.0836115676360818,1.835349194223408,92.82
5499,B0005,A,107,1.4539012274845928,72.7,79.22,125.0,18.0,main,EOL,24,2008-05-13 09:24:04,3.4966186408455298,-1.7705879947441514,33.322699821885095,0.0837056242203838,1.835349194223408,92.82
5503,B0005,A,108,1.454146206723569,72.71,79.23,125.0,17.0,main,EOL,24,2008-05-13 14:20:24,3.4991645719433246,-1.7600629827474803,33.346230327490304,0.0843513765148262,1.835349194223408,92.82
5507,B0005,A,109,1.455023751906683,72.75,79.28,125.0,16.0,main,EOL,24,2008-05-13 19:04:20,3.4960807773600733,-1.765575132998529,33.64948900485924,0.0832805147674182,1.835349194223408,92.82
5511,B0005,A,110,1.449042163761236,72.45,78.95,125.0,15.0,main,EOL,24,2008-05-13 23:59:26,3.4959014526387993,-1.7588271887545277,33.79269513542103,0.0831904359131708,1.835349194223408,92.82
5515,B0005,A,111,1.4386709371480566,71.93,78.39,125.0,14.0,main,EOL,24,2008-05-14 04:55:57,3.497586979902671,-1.7516428147438297,33.52446663707275,0.0848701138092932,1.835349194223408,92.82
5519,B0005,A,112,1.433445432156979,71.67,78.1,125.0,13.0,main,EOL,24,2008-05-14 09:52:22,3.4956989619989507,-1.7513097768253418,33.39042251934235,0.0847391766373357,1.835349194223408,92.82
5523,B0005,A,113,1.4333958900838095,71.67,78.1,125.0,12.0,main,EOL,24,2008-05-14 14:35:22,3.492875380810072,-1.7511840784846122,33.67370212742761,0.0871172135034907,1.835349194223408,92.82
5527,B0005,A,114,1.42806487344776,71.4,77.81,125.0,11.0,main,EOL,24,2008-05-14 19:31:39,3.4955107642336807,-1.7446206812145286,33.91080564765892,0.0849090277748801,1.835349194223408,92.82
5531,B0005,A,115,1.4229203181741186,71.15,77.53,125.0,10.0,main,EOL,24,2008-05-15 00:27:55,3.4942333590450825,-1.7436362428649814,33.7850680599871,0.0847995018360561,1.835349194223408,92.82
5535,B0005,A,116,1.417429032731308,70.87,77.23,125.0,9.0,main,EOL,24,2008-05-15 05:24:04,3.491197414255986,-1.7425325036061032,33.61126807392733,0.0851877517168028,1.835349194223408,92.82
5539,B0005,A,117,1.412409228794446,70.62,76.96,125.0,8.0,main,EOL,24,2008-05-15 10:20:03,3.488909408157623,-1.7419837011363046,33.45598581472246,0.086329382369691,1.835349194223408,92.82
5543,B0005,A,118,1.412578792940193,70.63,76.97,125.0,7.0,main,EOL,24,2008-05-15 15:10:59,3.487376295811431,-1.7421680980861822,33.723267448788484,0.0850211189952597,1.835349194223408,92.82
5547,B0005,A,119,1.4075983731469897,70.38,76.69,125.0,6.0,main,EOL,24,2008-05-15 19:56:47,3.491994243745711,-1.7358413784206181,34.05007636985734,0.0848557762027261,1.835349194223408,92.82
5551,B0005,A,120,1.4333920485221476,71.67,78.1,125.0,5.0,main,EOL,24,2008-05-16 16:54:59,3.49158587889865,-1.7567879869499756,33.889346908026745,0.080201275049143,1.835349194223408,92.82
5553,B0005,A,121,1.4382550176792908,71.91,78.36,125.0,4.0,main,EOL,24,2008-05-16 21:37:39,3.4955762270464255,-1.7573176114092575,34.067648550088656,0.080201275049143,1.835349194223408,92.82
5557,B0005,A,122,1.4173547174485526,70.87,77.23,125.0,3.0,main,EOL,24,2008-05-17 02:32:13,3.4938988589692483,-1.742762839332656,33.75168100943646,0.0858397688242258,1.835349194223408,92.82
5561,B0005,A,123,1.406981663677643,70.35,76.66,125.0,2.0,main,EOL,24,2008-05-17 07:25:19,3.4915916296838394,-1.7352637407600362,33.46482299584788,0.0858843611487287,1.835349194223408,92.82
5565,B0005,A,124,1.4012037783587623,70.06,76.35,125.0,1.0,main,EOL,24,2008-05-17 12:21:15,3.4885729299834787,-1.7344350518111926,33.40210697922145,0.0882216113892046,1.835349194223408,92.82
5569,B0005,A,125,1.3967008232726328,69.84,76.1,125.0,0.0,main,EOL,24,2008-05-17 17:15:37,3.4869021151089834,-1.7280392046289716,33.41068891771223,0.0872699062901812,1.835349194223408,92.82
5573,B0005,A,126,1.391284788852726,69.56,75.8,125.0,0.0,main,EOL,24,2008-05-17 22:10:51,3.4855485210036425,-1.7326888725308258,33.38984948261314,0.0872037829252581,1.835349194223408,92.82
5577,B0005,A,127,1.3862287677978349,69.31,75.53,125.0,0.0,main,EOL,24,2008-05-18 03:05:19,3.4838912547260388,-1.7260735249920125,33.3700433438796,0.0872819262712242,1.835349194223408,92.82
5581,B0005,A,128,1.3804366761974138,69.02,75.21,125.0,0.0,main,EOL,24,2008-05-18 08:00:50,3.483198941484065,-1.7195393742714096,33.27215987470977,0.0867911180985442,1.835349194223408,92.82
5585,B0005,A,129,1.3752364150256224,68.76,74.93,125.0,0.0,main,EOL,24,2008-05-18 12:44:48,3.483627444709889,-1.7185829844462923,33.222444215660225,0.0883779260119075,1.835349194223408,92.82
5589,B0005,A,130,1.3705128024895008,68.53,74.67,125.0,0.0,main,EOL,24,2008-05-18 17:36:29,3.480172442538601,-1.717672415155695,33.26207748383125,0.0869792218467831,1.835349194223408,92.82
5593,B0005,A,131,1.37050855662704,68.53,74.67,125.0,0.0,main,EOL,24,2008-05-18 22:31:45,3.4784521486109754,-1.7177080769362933,33.31202990551653,0.088522345692425,1.835349194223408,92.82
5597,B0005,A,132,1.3647355108681518,68.24,74.36,125.0,0.0,main,EOL,24,2008-05-19 03:27:07,3.4785782556105507,-1.7109669363015378,33.25287943255863,0.0892308757094791,1.835349194223408,92.82
